question,answer,model_answer,clean_model_answer,is_correct,id
واژه اینترنت اولین‌بار توسط چه کسی استفاده شد؟,,واژه اینترنت اولین‌بار توسط وینتون سرف (Vint Cerf) و باب کان (Bob Kahn) در اوایل دهه ۱۹۷۰ استفاده شد.,واژه اینترنت اولین‌بار توسط وینتون سرف (Vint Cerf) و باب کان (Bob Kahn) در اوایل دهه ۱۹۷۰ استفاده شد.,False,
به چه علت برابرسازی پرداختی ها توسط دولت فدرال کانادا صورت گرفت؟,تا به مردم اطمینان ببخشد که استانداردهای برابری در مورد ارائهٔ خدمات و اخذ مالیات، در میان استان‌های فقیر و غنی، ارائه می‌شود.,برابرسازی پرداختی‌ها توسط دولت فدرال کانادا به منظور کاهش نابرابری‌های اقتصادی و اجتماعی، حمایت از اقشار آسیب‌پذیر و افزایش عدالت اجتماعی انجام شد.,برابرسازی پرداختی‌ها توسط دولت فدرال کانادا به منظور کاهش نابرابری‌های اقتصادی و اجتماعی، حمایت از اقشار آسیب‌پذیر و افزایش عدالت اجتماعی انجام شد.,False,
موزهٔ ارمیتاژ در کدام کشور است؟,روسیه,موزهٔ ارمیتاژ در روسیه واقع است.,موزهٔ ارمیتاژ در روسیه واقع است.,True,
به طور کلی با هر حرک دست در شنای پروانه چند بار پای پروانه زده‌ می‌شود؟,دو بار,به طور کلی با هر حرکت دست در شنای پروانه، حدود ۱ تا ۲ بار پای پروانه زده می‌شود.,به طور کلی با هر حرکت دست در شنای پروانه، حدود ۱ تا ۲ بار پای پروانه زده می‌شود.,False,
چرا جاماسپ مالیات ها را کاهش داد؟,به منظور کمک به کشاورزان و فقرا,جاماسپ مالیات‌ها را به منظور تحریک اقتصاد و افزایش رفاه عمومی کاهش داد.,جاماسپ مالیات‌ها را به منظور تحریک اقتصاد و افزایش رفاه عمومی کاهش داد.,False,
در سرشماری سال ۲۰۱۶ کانادا، جمعیت ایرانیان به چند نفر رسید؟,حدود ۲۱۰ هزار نفر,"جمعیت ایرانیان در سرشماری سال ۲۰۱۶ کانادا حدود ۲۵۰,۰۰۰ نفر بود.","جمعیت ایرانیان در سرشماری سال ۲۰۱۶ کانادا حدود ۲۵۰,۰۰۰ نفر بود.",False,
چه ورزش هایی تبدیل به سرگرمی  شده اند؟,چوگان,ورزش‌هایی مانند فوتبال، بسکتبال، تنیس، و شنا به سرگرمی‌های محبوب تبدیل شده‌اند.,ورزش‌هایی مانند فوتبال، بسکتبال، تنیس، و شنا به سرگرمی‌های محبوب تبدیل شده‌اند.,False,
چه کسانی بر اساس متن و تحقیقات باستان‌شناسی تصور کرده‌اند که «مسجدالحرام» در مکه واقع نشده‌است؟,پاتریشیا کرون، مایکل کوک,برخی محققان و باستان‌شناسان بر اساس شواهد تاریخی و متنی، نظریه‌هایی مطرح کرده‌اند که ممکن است «مسجدالحرام» در مکان دیگری غیر از مکه واقع شده باشد، اما این نظریه‌ها به طور گسترده‌ای مورد قبول نیستند و بیشتر در حیطه بحث‌های علمی و انتقادی قرار دارند.,برخی محققان و باستان‌شناسان بر اساس شواهد تاریخی و متنی، نظریه‌هایی مطرح کرده‌اند که ممکن است «مسجدالحرام» در مکان دیگری غیر از مکه واقع شده باشد، اما این نظریه‌ها به طور گسترده‌ای مورد قبول نیستند و بیشتر در حیطه بحث‌های علمی و انتقادی قرار دارند.,False,
چه کسی به این نتیجه رسید که اجرای قرارداد ۱۹۱۹ امری غیرممکن است؟,آیرونساید,سید ضیاءالدین طباطبایی به این نتیجه رسید که اجرای قرارداد ۱۹۱۹ امری غیرممکن است.,سید ضیاءالدین طباطبایی به این نتیجه رسید که اجرای قرارداد ۱۹۱۹ امری غیرممکن است.,False,
هاب را تعریف کنید؟,,هاب (Hub) یک دستگاه شبکه‌ای است که برای اتصال چندین دستگاه در یک شبکه محلی (LAN) استفاده می‌شود و داده‌ها را به همه پورت‌ها ارسال می‌کند.,هاب (Hub) یک دستگاه شبکه‌ای است که برای اتصال چندین دستگاه در یک شبکه محلی (LAN) استفاده می‌شود و داده‌ها را به همه پورت‌ها ارسال می‌کند.,False,
الکسا چه چیز را بعنوان پربازدیدترین وبگاه اینترنت در فهرستش قرار داده‌است؟,اینترنت وبگاه گوگل در آمریکا,الکسا وبگاه گوگل را به عنوان پربازدیدترین وبگاه اینترنت در فهرستش قرار داده‌است.,الکسا وبگاه گوگل را به عنوان پربازدیدترین وبگاه اینترنت در فهرستش قرار داده‌است.,True,
اولین گروه رپ که یک آلبوم هیپ هاپ رومانیایی عرضه کرد در آن به چه موضوعاتی پرداخت؟,«اجتماعی»,اولین گروه رپ که یک آلبوم هیپ هاپ رومانیایی عرضه کرد، به موضوعاتی مانند زندگی روزمره، مشکلات اجتماعی و انتقادات سیاسی پرداخت.,اولین گروه رپ که یک آلبوم هیپ هاپ رومانیایی عرضه کرد، به موضوعاتی مانند زندگی روزمره، مشکلات اجتماعی و انتقادات سیاسی پرداخت.,False,
شرکت اَپل مجوز استفاده از آی‌اواس برای چه چیزی را نمی‌دهد؟,برای نصب بر روی سخت‌افزارهای شخص ثالث,شرکت اَپل مجوز استفاده از آی‌اواس برای نصب بر روی دستگاه‌های غیر اپل را نمی‌دهد.,شرکت اَپل مجوز استفاده از آی‌اواس برای نصب بر روی دستگاه‌های غیر اپل را نمی‌دهد.,True,
طوایف عرب خوزستان همگی از چه دسته‌ ای بودند؟,دسته کوچ نشین، غیر ثابت و با اصل و نسب مشخص در شبه جزیره عربستان,طوایف عرب خوزستان عمدتاً از دسته عرب‌های بادیه‌نشین و قبیله‌ای بودند.,طوایف عرب خوزستان عمدتاً از دسته عرب‌های بادیه‌نشین و قبیله‌ای بودند.,True,
چرا ارمنستان همیشه مهم بوده است؟,اهمیت استراتژیک و اقتصادی داشته و به عنوان سرزمین حایل بین ایران و روم بوده.,ارمنستان به دلیل موقعیت جغرافیایی استراتژیک خود بین اروپا و آسیا، تاریخ غنی، و به عنوان اولین کشور جهان که مسیحیت را به عنوان دین رسمی پذیرفت، همیشه مهم بوده است.,ارمنستان به دلیل موقعیت جغرافیایی استراتژیک خود بین اروپا و آسیا، تاریخ غنی، و به عنوان اولین کشور جهان که مسیحیت را به عنوان دین رسمی پذیرفت، همیشه مهم بوده است.,False,
شنا برای کودکان زیر سه سال به چه صورت می باشد؟,شنا برای کودکان زیر سه سال فقط به صورت به اصطلاح شنای سگی است,شنا برای کودکان زیر سه سال باید تحت نظارت والدین و با استفاده از تجهیزات ایمنی مناسب انجام شود. این فعالیت باید به صورت بازی و با آب کم عمق باشد.,شنا برای کودکان زیر سه سال باید تحت نظارت والدین و با استفاده از تجهیزات ایمنی مناسب انجام شود. این فعالیت باید به صورت بازی و با آب کم عمق باشد.,False,
استان ها مسئول اکثر چه برنامه هایی هستند؟,برنامه‌های اجتماعی,استان‌ها مسئول اکثر برنامه‌های محلی، آموزشی، بهداشتی و عمرانی هستند.,استان‌ها مسئول اکثر برنامه‌های محلی، آموزشی، بهداشتی و عمرانی هستند.,False,
شگون ها تا چه سده‌ای بر ژاپن حکومت می‌کردند؟,تا نیمه اول سده نوزدهم حکومت مستبدانه خود را بر ژاپن ادامه دادند.,شگون‌ها (شوگون‌ها) تا سده نوزدهم میلادی و به طور خاص تا سال ۱۸۶۸ بر ژاپن حکومت می‌کردند.,شگون‌ها (شوگون‌ها) تا سده نوزدهم میلادی و به طور خاص تا سال ۱۸۶۸ بر ژاپن حکومت می‌کردند.,True,
انواع طبل را نام ببرید؟,,انواع طبل شامل طبل بزرگ، طبل کوچک، طبل تنبک، طبل دایره‌ای، و طبل کنگو هستند.,انواع طبل شامل طبل بزرگ، طبل کوچک، طبل تنبک، طبل دایره‌ای، و طبل کنگو هستند.,False,
آی‌اواس در ابتدا برای کدام دستگاه‌ها توسعه داده می‌شد؟,آیفون و آی‌پاد,آی‌اواس در ابتدا برای دستگاه‌های آیفون و آی‌پاد تاچ توسعه داده می‌شد.,آی‌اواس در ابتدا برای دستگاه‌های آیفون و آی‌پاد تاچ توسعه داده می‌شد.,True,
به چه علت پیشینه‌ی تاریخی پاسارگاد در طول تاریخ ناشناخته مانده‌است؟,تغییرنام این شهر,پیشینه‌ی تاریخی پاسارگاد به دلیل کمبود منابع مکتوب، تخریب آثار و عدم توجه کافی به این مکان در طول تاریخ ناشناخته مانده‌است.,پیشینه‌ی تاریخی پاسارگاد به دلیل کمبود منابع مکتوب، تخریب آثار و عدم توجه کافی به این مکان در طول تاریخ ناشناخته مانده‌است.,False,
ابن بلخی در بیان راه‌های بین شیراز و اصفهان چند راه اصلی نام می‌برد؟,سه راه اصلی,ابن بلخی در بیان راه‌های بین شیراز و اصفهان، سه راه اصلی نام می‌برد.,ابن بلخی در بیان راه‌های بین شیراز و اصفهان، سه راه اصلی نام می‌برد.,True,
زبان‌های برنامه‌نویسی محبوبی که برای وب و نرم‌افزارهای کاربردی تجاری استفاده می‌شوند را نام ببرید؟,جاوا، سی شارپ، ویژوال بیسیک و پی‌اچ‌پی,زبان‌های برنامه‌نویسی محبوب شامل جاوا، پایتون، جاوااسکریپت، سی‌شارپ و PHP هستند.,زبان‌های برنامه‌نویسی محبوب شامل جاوا، پایتون، جاوااسکریپت، سی‌شارپ و PHP هستند.,False,
در سال ۱۲۸۸ رضاخان برای چه چیزی به زنجان و اردبیل اعزام شد؟,خواباندن شورش‌های طرفداران محمدعلی‌شاه و مخالفان مشروطه,در سال ۱۲۸۸ رضاخان برای سرکوبی شورش‌ها و برقراری نظم به زنجان و اردبیل اعزام شد.,در سال ۱۲۸۸ رضاخان برای سرکوبی شورش‌ها و برقراری نظم به زنجان و اردبیل اعزام شد.,True,
مایکل سندی‌ووجیس در چه سالی متولد شد؟,,مایکل سندی‌ووجیس در سال ۱۹۲۱ متولد شد.,مایکل سندی‌ووجیس در سال ۱۹۲۱ متولد شد.,False,
چه زمانی جام توماس لیپتون به عنوان نخستین دوره رقابت‌های جام جهانی شناخته می‌شد؟,,جام توماس لیپتون در سال ۱۹۰۹ به عنوان نخستین دوره رقابت‌های جام جهانی شناخته می‌شد.,جام توماس لیپتون در سال ۱۹۰۹ به عنوان نخستین دوره رقابت‌های جام جهانی شناخته می‌شد.,False,
شالبافی در کجا و توسط چه کسانی دراستان گیلان رایج است؟,شالبافی در تالش و توسط گالش‌ها,شالبافی در استان گیلان، به ویژه در مناطق روستایی، توسط زنان محلی رایج است.,شالبافی در استان گیلان، به ویژه در مناطق روستایی، توسط زنان محلی رایج است.,False,
پس از چه رویدادی فعالیت‌های سازمان دارِ تئاتر در اروپای غربی متوقف شد؟,پس از سقوط امپراتوری روم,پس از وقوع جنگ جهانی دوم، فعالیت‌های سازمان دارِ تئاتر در اروپای غربی متوقف شد.,پس از وقوع جنگ جهانی دوم، فعالیت‌های سازمان دارِ تئاتر در اروپای غربی متوقف شد.,False,
نام فرد ایرانی که پست‌هایی همچون مشاور ارشد مدیر عامل گوگل و نایب‌رئیس ارشد بخش فروش را در این شرکت داشت چه بود؟,امید کردستانی,نام فرد ایرانی سونیا سادات است.,نام فرد ایرانی سونیا سادات است.,False,
دوره‌ی مداری چیست؟,,دوره‌ی مداری به مدت زمانی اطلاق می‌شود که یک جرم آسمانی برای کامل کردن یک مدار حول یک جسم دیگر نیاز دارد.,دوره‌ی مداری به مدت زمانی اطلاق می‌شود که یک جرم آسمانی برای کامل کردن یک مدار حول یک جسم دیگر نیاز دارد.,True,
بزرگترین مشکل استان خوزستان در حال حاضر چیست؟,,بزرگترین مشکل استان خوزستان در حال حاضر کمبود آب و آلودگی هوا است.,بزرگترین مشکل استان خوزستان در حال حاضر کمبود آب و آلودگی هوا است.,False,
کریم‌خان زند خود را چه نامید؟,او خود راوکیل الرعایا نامید,"کریم‌خان زند خود را ""سلطان"" نامید.","کریم‌خان زند خود را ""سلطان"" نامید.",False,
چه چیزی در استان خوزستان قابلیت بالقوهٔ کشاورزی فراوانی ایجاد کرده‌است؟,ساختار جلگه‌ای استان خوزستان,وجود رودخانه کارون و منابع آب زیرزمینی,وجود رودخانه کارون و منابع آب زیرزمینی,False,
بعد از لیندون بنیز جانسون چه کسی رئیس جمهور شد؟,ریچارد نیکسون,بعد از لیندون بنیز جانسون، ریچارد نیکسون رئیس‌جمهور شد.,بعد از لیندون بنیز جانسون، ریچارد نیکسون رئیس‌جمهور شد.,True,
مدار ژئوسنکرون زمین در چه فاصله‌ای از سطح زمین است؟,۳۶۰۰۰ کیلومتری,مدار ژیوسنکرون زمین در فاصله حدود ۳۵۷۸۶ کیلومتری از سطح زمین قرار دارد.,مدار ژیوسنکرون زمین در فاصله حدود ۳۵۷۸۶ کیلومتری از سطح زمین قرار دارد.,False,
علی بن موسی الرضا چگونه به شهادت رسید؟ ,,علی بن موسی الرضا به دلیل مسمومیت توسط مأمون عباسی به شهادت رسید.,علی بن موسی الرضا به دلیل مسمومیت توسط مأمون عباسی به شهادت رسید.,False,
در قرن ۴ام اسلامی برای جمع‌آوری قرائت‌های مختلف قرآنی برای هر قاری چند راوی قرار دادند؟,دو,برای هر قاری در قرن ۴ام اسلامی، معمولاً ۱۰ راوی قرار دادند.,برای هر قاری در قرن ۴ام اسلامی، معمولاً ۱۰ راوی قرار دادند.,False,
کادوسیان بنابر استرابو در کجا می‌زیستند؟,در کرانه جنوب غرب دریای خزر و جنوب ارس بین آلبانی در شمال و ماردی در شرق یعنی در بخش کوهستانی مادیه پیرامون پاراچوآتراس,کادوسیان بنابر استرابو در نواحی شمالی ایران و در نزدیکی دریای خزر می‌زیستند.,کادوسیان بنابر استرابو در نواحی شمالی ایران و در نزدیکی دریای خزر می‌زیستند.,False,
ماهواره‌های مدارات قطبی جهت چه کاری مورد استفاده قرار می‌گیرند؟,مشاهدۀ سطح زمین,ماهواره‌های مدارات قطبی عمدتاً برای نظارت بر زمین، جمع‌آوری داده‌های جوی، نقشه‌برداری و پایش تغییرات محیطی مورد استفاده قرار می‌گیرند.,ماهواره‌های مدارات قطبی عمدتاً برای نظارت بر زمین، جمع‌آوری داده‌های جوی، نقشه‌برداری و پایش تغییرات محیطی مورد استفاده قرار می‌گیرند.,False,
در سال 1963، کدام شهرستان کوچک در شمال به گیلان ملحق شد؟,آستارا,شهرستان آستارا در سال 1963 به گیلان ملحق شد.,شهرستان آستارا در سال 1963 به گیلان ملحق شد.,True,
نسخه‌های تست بتا به وسیله ی چه گروهی اجرا شد؟,به وسیلهٔ گروهی غیر از تولیدکنندگان,نسخه‌های تست بتا معمولاً توسط گروهی از کاربران منتخب، شامل توسعه‌دهندگان و کاربران عادی، اجرا می‌شود.,نسخه‌های تست بتا معمولاً توسط گروهی از کاربران منتخب، شامل توسعه‌دهندگان و کاربران عادی، اجرا می‌شود.,False,
در چه سالی دوپلر مقاله ای راجع به اثر دوپلر بر روی همه ی امواج نوشت؟,۱۸۴۲,دوپلر مقاله‌ای راجع به اثر دوپلر بر روی همه‌ی امواج در سال ۱۸۴۲ نوشت.,دوپلر مقاله‌ای راجع به اثر دوپلر بر روی همه‌ی امواج در سال ۱۸۴۲ نوشت.,True,
آزمایش های سندی‌ووجیس در چه کتابی منتشر شده؟,در مورد احتراق,"آزمایش‌های سندی‌ووجیس در کتاب ""آزمایش‌های فیزیک"" منتشر شده است.","آزمایش‌های سندی‌ووجیس در کتاب ""آزمایش‌های فیزیک"" منتشر شده است.",False,
