question,answer,model_answer,clean_model_answer,is_correct,id
آیا دو فیلم آرتی شاو: زمان چیزی است که به‌دست آورده‌ای و بی‌خانمانی در آمریکا برنده جایزه اسکار بهترین فیلم مستند شده اند ؟,بله,بله، هر دو فیلم آرتی شاو: زمان چیزی است که به‌دست آورده‌ای و بی‌خانمانی در آمریکا برنده جایزه اسکار بهترین فیلم مستند شده‌اند.,بله، هر دو فیلم آرتی شاو: زمان چیزی است که به‌دست آورده‌ای و بی‌خانمانی در آمریکا برنده جایزه اسکار بهترین فیلم مستند شده‌اند.,True,
از بین نیما عالمیان و نوشاد عالمیان کدام یک فعالیت خود را از سال 2000 شروع کرده‌اند ؟,نیما عالمیان,نیما عالمیان,نیما عالمیان,True,
آیا نیما عالمیان و نوشاد عالمیان هر دو فعالیت خود را از سال 1998 شروع کرده‌اند؟,خیر,بله، نیما عالمیان و نوشاد عالمیان هر دو فعالیت خود را از سال 1998 شروع کرده‌اند.,بله، نیما عالمیان و نوشاد عالمیان هر دو فعالیت خود را از سال 1998 شروع کرده‌اند.,False,
آیا نیما عالمیان و نوشاد عالمیان هر دو اکنون عضو باشگاه توقینیه فویلارد هستند؟,خیر,بله، نیما عالمیان و نوشاد عالمیان هر دو عضو باشگاه توقینیه فویلارد هستند.,بله، نیما عالمیان و نوشاد عالمیان هر دو عضو باشگاه توقینیه فویلارد هستند.,False,
آیا نیما عالمیان و نوشاد عالمیان هر دو بازیکن تنیس روی میز و ملی‌پوش اهل ایران هستند؟,بله,بله، نیما عالمیان و نوشاد عالمیان هر دو بازیکن تنیس روی میز و ملی‌پوش اهل ایران هستند.,بله، نیما عالمیان و نوشاد عالمیان هر دو بازیکن تنیس روی میز و ملی‌پوش اهل ایران هستند.,True,
کارگردان مستند تقاطع تحصیلاتش را در چه رشته ای به پایان برده است ؟,مهندسی کشاورزی,رشته کارگردانی سینما,رشته کارگردانی سینما,False,
آیا کارگردان مستند تقاطع برنده سیمرغ بلورین برای بهترین فیلم مستند شده است ؟,بله,بله، کارگردان مستند تقاطع برنده سیمرغ بلورین برای بهترین فیلم مستند شده است.,بله، کارگردان مستند تقاطع برنده سیمرغ بلورین برای بهترین فیلم مستند شده است.,True,
کارگردان مستند تقاطع سیمرغ بلورین بهترین فیلم مستند را برای کدام فیلم برنده شده است ؟,فیلم نیمه بلند اتاق صعود,"کارگردان مستند تقاطع سیمرغ بلورین بهترین فیلم مستند را برای فیلم ""تقاطع"" برنده شده است.","کارگردان مستند تقاطع سیمرغ بلورین بهترین فیلم مستند را برای فیلم ""تقاطع"" برنده شده است.",False,
کدام یک از فیلم‌های کیم یونگ-کوانگ بیش از 8 جایزه را از آن خود کرده است ؟,پینوکیو,"فیلم ""مردی که به دنیا آمد"" (The Man Who Was Born Again) بیش از 8 جایزه را از آن خود کرده است.","فیلم ""مردی که به دنیا آمد"" (The Man Who Was Born Again) بیش از 8 جایزه را از آن خود کرده است.",False,
کدام یک از فیلم‌های کیم یونگ-کوانگ در چین و تایلند و ژاپن پخش شده است؟,پینوکیو,"فیلم ""مردی که به دنیا آمد"" (The Man Who Was Born Again)","فیلم ""مردی که به دنیا آمد"" (The Man Who Was Born Again)",False,
برشی که روش اکسایش حرارتی تولید یک لایه نازک اکسید بر روی سطح آن می‌کند توسط کدام فرایند برش می‌خورد ؟,برش ویفر یا ویفر دایسینگ,فرایند اکسیداسیون حرارتی,فرایند اکسیداسیون حرارتی,False,
کدام یک از فیلم‌هایی که لقمانی برای آن برنده جایزه شده در جنوب ایران فیلمبرداری شده است ؟,عروس آتش,"فیلم ""چند متر مکعب عشق""","فیلم ""چند متر مکعب عشق""",False,
کدام یک از فیلم‌هایی که لقمانی برای آن برنده جایزه شده را خسرو سینایی کارگردانی کرده است ؟,عروس آتش,"فیلم ""سگ‌کشی""","فیلم ""سگ‌کشی""",False,
آیا جوکیو و گن‌روکو هر دو نام عصر ژاپنی در دوره ادو بودند ؟,بله,بله، جوکیو و گن‌روکو هر دو نام عصرهای ژاپنی در دوره ادو بودند.,بله، جوکیو و گن‌روکو هر دو نام عصرهای ژاپنی در دوره ادو بودند.,True,
تیمی که میشائیل شوماخر  بیشتر دوران ورزشی خود را در آن سپری کرده در چه سالی تاسیس شده است ؟,۱۹۲۹,تیم فراری در سال 1929 تاسیس شده است.,تیم فراری در سال 1929 تاسیس شده است.,True,
آیا عکاس دو فیلم پنج عصر و تخته‌سیاه میثم مخملباف می‌باشد ؟,بله,بله، میثم مخملباف عکاس دو فیلم پنج عصر و تخته‌سیاه است.,بله، میثم مخملباف عکاس دو فیلم پنج عصر و تخته‌سیاه است.,True,
کدام یک از مهم‌ترین موجودات منقرض شده در انقراض هولوسین در جنگل گیر واقع در گجرات هند یافت می‌شود ؟,شیر ایرانی,ماموت,ماموت,False,
کدام یک از ستارگان فیلم عصرجدید در دوره فیلم صامت به شهرت رسید ؟,چارلی چاپلین,چارلی چاپلین,چارلی چاپلین,True,
کدام یک از بازیگران فیلم مارلو وکیل می باشد ؟,آدواله آکینویه آگباجه,دنیل کریگ,دنیل کریگ,False,
آیا بازیگری که در فیلم شهر گمشده زی در نقش پسر پرسی به ایفای نقش پرداخته انگلیسی است ؟,بله,بله، بازیگر نقش پسر پرسی در فیلم شهر گمشده زی انگلیسی است.,بله، بازیگر نقش پسر پرسی در فیلم شهر گمشده زی انگلیسی است.,True,
شرکتی که فیلم منتهای حد کمال از سوی آن منتشر شد توسط چه کسانی تاسیس شد ؟,هاوارد کوهن و اریک دی آربلوف,شرکت فیلم منتهای حد کمال توسط بهرام توکلی و گروهی از همکارانش تاسیس شد.,شرکت فیلم منتهای حد کمال توسط بهرام توکلی و گروهی از همکارانش تاسیس شد.,False,
رمانی که فیلم برای اینکه از آن الهام گرفته شده به چه چیز می‌پردازد ؟,نقد مکتب روان‌شناسی رفتارگرایی,رمان به موضوعات عشق، فراق و چالش‌های انسانی می‌پردازد.,رمان به موضوعات عشق، فراق و چالش‌های انسانی می‌پردازد.,False,
رمانی که فیلم برای اینکه از آن الهام گرفته شده ابتدا در چه سالی به صورت نمایشنامه درآمد؟,۱۹۶۳ سال,رمان مورد نظر در سال 1986 به صورت نمایشنامه درآمد.,رمان مورد نظر در سال 1986 به صورت نمایشنامه درآمد.,False,
کدام یک از سبک‌هایی که فرانک وینسنت زاپا در آن آهنگسازی کرده در دهه ۵۰ میلادی تحت عنوان راک اند رول شکل گرفت؟,راک,راک,راک,True,
از فردی که آغاز فانک راک را به لیتل ریچارد و گروه جاده‌ای‌اش نسبت می‌دهد از پیشگامان چه موسیقی بود ؟,موسیقی فانک,پیشگامان موسیقی راک اند رول,پیشگامان موسیقی راک اند رول,False,
آیا تیمی که هیوستون راکتس در بازی‌های حذفی به مصاف آن رفت دو بار در سالهای ١٩٧٠ و ١٩٧٣ قهرمان لیگ سراسری NBA شده است؟,بله,بله، تیمی که هیوستون راکتس در بازی‌های حذفی به مصاف آن رفت، یعنی نیویورک نیکز، دو بار در سال‌های 1970 و 1973 قهرمان لیگ سراسری NBA شده است.,بله، تیمی که هیوستون راکتس در بازی‌های حذفی به مصاف آن رفت، یعنی نیویورک نیکز، دو بار در سال‌های 1970 و 1973 قهرمان لیگ سراسری NBA شده است.,True,
آیا شرکت ماهان تعداد فروند هواپیمای مسافربری بیشتری از شرکت هواپیمایی ایران ایرتور دارد ؟,بله,بله، شرکت ماهان تعداد فروند هواپیمای مسافربری بیشتری از شرکت هواپیمایی ایران ایرتور دارد.,بله، شرکت ماهان تعداد فروند هواپیمای مسافربری بیشتری از شرکت هواپیمایی ایران ایرتور دارد.,True,
آیا پیروز یکم و محمد ظاهرشاه از پادشاهان ایرانی بودند ؟,خیر,پیروز یکم پادشاه ساسانی و محمد ظاهرشاه پادشاه افغانستان بودند، نه ایران.,پیروز یکم پادشاه ساسانی و محمد ظاهرشاه پادشاه افغانستان بودند، نه ایران.,True,
آیا بازی سایلنت هیل ۲ و بازی ریمن ریوینگ رابیدها در یک سال منتشر شدند ؟,خیر,خیر، بازی سایلنت هیل ۲ در سال 2001 و بازی ریمن ریوینگ رابیدها در سال 2006 منتشر شدند.,خیر، بازی سایلنت هیل ۲ در سال 2001 و بازی ریمن ریوینگ رابیدها در سال 2006 منتشر شدند.,False,
آیا فیلم دیوانه از قفس پرید و بی‌خانمانی در آمریکا برنده جایزه اسکار شده اند ؟,بله,"بله، فیلم ""دیوانه از قفس پرید"" برنده جایزه اسکار شده است، اما ""بی‌خانمانی"" برنده این جایزه نیست.","بله، فیلم ""دیوانه از قفس پرید"" برنده جایزه اسکار شده است، اما ""بی‌خانمانی"" برنده این جایزه نیست.",False,
نخستین تزار روسیه از چند سالگی به حکومت رسید ؟,ده‌سالگی,نخستین تزار روسیه، ایوان چهارم، از 16 سالگی به حکومت رسید.,نخستین تزار روسیه، ایوان چهارم، از 16 سالگی به حکومت رسید.,False,
آیا عنصر شیمیایی با عدد اتمی ۲۶ در فهرست فلزات نجیب قرار دارد شد ؟,خیر,خیر، عنصر شیمیایی با عدد اتمی ۲۶ (آهن) در فهرست فلزات نجیب قرار ندارد.,خیر، عنصر شیمیایی با عدد اتمی ۲۶ (آهن) در فهرست فلزات نجیب قرار ندارد.,True,
کدام یک از بازیگران فیلم سینمایی گرند ماستی در فیلم آقا تقلب نقش آفرینی کرده است ؟,مانجاری فاندیس,بازیگر فیلم سینمایی گرند ماستی که در فیلم آقا تقلب نقش آفرینی کرده است، ویکاس وارده است.,بازیگر فیلم سینمایی گرند ماستی که در فیلم آقا تقلب نقش آفرینی کرده است، ویکاس وارده است.,False,
آیا عدد اتمی آهن از عدد اتمی مس بیشتر است ؟,خیر,خیر، عدد اتمی آهن (26) کمتر از عدد اتمی مس (29) است.,خیر، عدد اتمی آهن (26) کمتر از عدد اتمی مس (29) است.,True,
کدام یک از فلزات نجیب عدد اتمی 29 را دارد ؟,مس,مس,مس,True,
آیا کسی که شخصیت لرد ولدمورت را خلق کرد عمده شهرتش را به دلیل نوشتن مجموعه فانتزی هری پاتر کسب کرده است ؟,بله,بله، ج.ک. رولینگ عمده شهرتش را به دلیل نوشتن مجموعه فانتزی هری پاتر کسب کرده است.,بله، ج.ک. رولینگ عمده شهرتش را به دلیل نوشتن مجموعه فانتزی هری پاتر کسب کرده است.,True,
کسی که قوای قزاق به درخواست او تشکیل شد چندمین پادشاه ایرانی بود که خاطرات خود را نوشت ؟,نخستین,ناصرالدین شاه قاجار,ناصرالدین شاه قاجار,False,
آیا کسی که قوای قزاق به درخواست او تشکیل شد نخستین پادشاه ایرانی بود که خاطرات خود را نوشت ؟,بله,بله، او نخستین پادشاه ایرانی بود که خاطرات خود را نوشت.,بله، او نخستین پادشاه ایرانی بود که خاطرات خود را نوشت.,True,
آیا کسی که قوای قزاق به درخواست او تشکیل شد معروف به قبله عالم بود ؟,بله,بله، شخصی که قوای قزاق به درخواست او تشکیل شد، معروف به قبله عالم بود.,بله، شخصی که قوای قزاق به درخواست او تشکیل شد، معروف به قبله عالم بود.,True,
کسی که قوای قزاق به درخواست او تشکیل شد چه کسی را کشت ؟,امیرکبیر,کسی که قوای قزاق به درخواست او تشکیل شد، محمدعلی شاه قاجار بود که در نهایت به قتل مشروطه‌خواهان و مخالفان خود پرداخت.,کسی که قوای قزاق به درخواست او تشکیل شد، محمدعلی شاه قاجار بود که در نهایت به قتل مشروطه‌خواهان و مخالفان خود پرداخت.,False,
کسی که قوای قزاق به درخواست او تشکیل شد در چند سالگی ترور شد ؟,65,کسی که قوای قزاق به درخواست او تشکیل شد، در 48 سالگی ترور شد.,کسی که قوای قزاق به درخواست او تشکیل شد، در 48 سالگی ترور شد.,False,
کسی که قوای قزاق به درخواست او تشکیل شد نزدیک به چند سال پادشاهی کرد ؟,50 سال,نزدیک به 16 سال,نزدیک به 16 سال,False,
کسی که قوای قزاق به درخواست او تشکیل شد خود را چه نامید ؟,صاحبقران,سردار سپه,سردار سپه,False,
آیا پوغوس پتروسی آفیان و جوزپه فورتونینو فرانچسکو وردی هر دو ایتالیایی بودند ؟,خیر,بله، هر دو ایتالیایی بودند.,بله، هر دو ایتالیایی بودند.,False,
آیا بازی اتومبیل‌دزدی بزرگ نیز مانند بازی سرکش از طراحی جهان باز برخوردار است ؟,بله,بله، بازی اتومبیل‌دزدی بزرگ نیز مانند بازی سرکش از طراحی جهان باز برخوردار است.,بله، بازی اتومبیل‌دزدی بزرگ نیز مانند بازی سرکش از طراحی جهان باز برخوردار است.,True,
کدام یک از علائم و نشانه‌های بیماری سپتیسمی حالتی است که در آن دمای بدن جانوران خون‌گرم از مقدار طبیعی آن بیشتر می شود ؟,تب,هیپرترمی,هیپرترمی,False,
تشنج از نتایج کدام یک از علائم و نشانه‌های بیماری سپتیسمی است ؟,تب,تشنج از نتایج علائم و نشانه‌های سپتیسمی به دلیل عفونت شدید و تاثیر بر سیستم عصبی مرکزی است.,تشنج از نتایج علائم و نشانه‌های سپتیسمی به دلیل عفونت شدید و تاثیر بر سیستم عصبی مرکزی است.,False,
آیا دیوید والاس و لوک اسکای‌واکر هر دو یک شخصیت تخیلی هستند ؟,بله,بله، دیوید والاس و لوک اسکای‌واکر هر دو شخصیت‌های تخیلی هستند.,بله، دیوید والاس و لوک اسکای‌واکر هر دو شخصیت‌های تخیلی هستند.,True,
دیوید والاس و لوک اسکای‌واکر چه نوع شخصیتی هستند ؟,تخیلی,دیوید والاس شخصیت منفی و لوک اسکای‌واکر شخصیت قهرمان و مثبت است.,دیوید والاس شخصیت منفی و لوک اسکای‌واکر شخصیت قهرمان و مثبت است.,False,
آیا دو شخصیت دیوید والاس و لوک اسکای‌واکر توسط مارک همیل به تصویر کشیده‌است ؟,خیر,خیر، مارک همیل فقط شخصیت لوک اسکای‌واکر را به تصویر کشیده است و دیوید والاس را بازی نکرده است.,خیر، مارک همیل فقط شخصیت لوک اسکای‌واکر را به تصویر کشیده است و دیوید والاس را بازی نکرده است.,True,
کدام یک از نرم افزارهایی که جنکینز از آن ها پشتیبانی می کند به صورت یک نرم‌افزار آزاد عرضه می‌شود ؟,آپاچی سابورژن,نرم‌افزار Jenkins به عنوان یک نرم‌افزار آزاد عرضه می‌شود.,نرم‌افزار Jenkins به عنوان یک نرم‌افزار آزاد عرضه می‌شود.,False,
دو بازی فار کرای پرایمال و فار کرای در چه سبکی قرار دارند ؟,اکشن و ماجراجویی,سبک اکشن-ماجراجویی و تیراندازی اول شخص,سبک اکشن-ماجراجویی و تیراندازی اول شخص,False,
