question,answer,model_answer,clean_model_answer,is_correct,id
شرکت اَپل مجوز استفاده از آی‌اواس برای چه چیزی را نمی‌دهد؟,برای نصب بر روی سخت‌افزارهای شخص ثالث,شرکت اَپل مجوز استفاده از آی‌اواس را برای توسعه نرم‌افزارهای غیررسمی نمی‌دهد.,شرکت اَپل مجوز استفاده از آی‌اواس را برای توسعه نرم‌افزارهای غیررسمی نمی‌دهد.,False,
طوایف عرب خوزستان همگی از چه دسته‌ ای بودند؟,دسته کوچ نشین، غیر ثابت و با اصل و نسب مشخص در شبه جزیره عربستان,طوایف عرب خوزستان عمدتاً از دسته عرب‌های بادیه‌نشین و قبیله‌ای هستند.,طوایف عرب خوزستان عمدتاً از دسته عرب‌های بادیه‌نشین و قبیله‌ای هستند.,False,
چرا ارمنستان همیشه مهم بوده است؟,اهمیت استراتژیک و اقتصادی داشته و به عنوان سرزمین حایل بین ایران و روم بوده.,ارمنستان به دلیل موقعیت جغرافیایی، تاریخ غنی و پذیرش مسیحیت به عنوان دین رسمی، همیشه مهم بوده است.,ارمنستان به دلیل موقعیت جغرافیایی، تاریخ غنی و پذیرش مسیحیت به عنوان دین رسمی، همیشه مهم بوده است.,False,
شنا برای کودکان زیر سه سال به چه صورت می باشد؟,شنا برای کودکان زیر سه سال فقط به صورت به اصطلاح شنای سگی است,شنا برای کودکان زیر سه سال باید با نظارت بزرگترها و در آب کم عمق و ایمن انجام شود.,شنا برای کودکان زیر سه سال باید با نظارت بزرگترها و در آب کم عمق و ایمن انجام شود.,False,
استان ها مسئول اکثر چه برنامه هایی هستند؟,برنامه‌های اجتماعی,استان‌ها مسئول اجرای برنامه‌های اقتصادی، اجتماعی، فرهنگی و عمرانی هستند.,استان‌ها مسئول اجرای برنامه‌های اقتصادی، اجتماعی، فرهنگی و عمرانی هستند.,False,
شگون ها تا چه سده‌ای بر ژاپن حکومت می‌کردند؟,تا نیمه اول سده نوزدهم حکومت مستبدانه خود را بر ژاپن ادامه دادند.,شگون‌ها تا قرن نوزدهم میلادی (سال 1868) بر ژاپن حکومت می‌کردند.,شگون‌ها تا قرن نوزدهم میلادی (سال 1868) بر ژاپن حکومت می‌کردند.,False,
انواع طبل را نام ببرید؟,,طبل بزرگ، طبل کوچک، تنبک، طبل دایره، و طبل تام‌تام.,طبل بزرگ، طبل کوچک، تنبک، طبل دایره، و طبل تام‌تام.,False,
آی‌اواس در ابتدا برای کدام دستگاه‌ها توسعه داده می‌شد؟,آیفون و آی‌پاد,آی‌اواس در ابتدا برای دستگاه‌های آیفون توسعه داده شد.,آی‌اواس در ابتدا برای دستگاه‌های آیفون توسعه داده شد.,False,
به چه علت پیشینه‌ی تاریخی پاسارگاد در طول تاریخ ناشناخته مانده‌است؟,تغییرنام این شهر,"تخریب‌ها، بی‌توجهی تاریخی و کمبود مستندات باعث ناشناخته ماندن پیشینه‌ی پاسارگاد شده است.

[[ ##","تخریب‌ها، بی‌توجهی تاریخی و کمبود مستندات باعث ناشناخته ماندن پیشینه‌ی پاسارگاد شده است.

[[ ##",False,
ابن بلخی در بیان راه‌های بین شیراز و اصفهان چند راه اصلی نام می‌برد؟,سه راه اصلی,ابن بلخی دو یا سه راه اصلی بین شیراز و اصفهان نام می‌برد.,ابن بلخی دو یا سه راه اصلی بین شیراز و اصفهان نام می‌برد.,False,
زبان‌های برنامه‌نویسی محبوبی که برای وب و نرم‌افزارهای کاربردی تجاری استفاده می‌شوند را نام ببرید؟,جاوا، سی شارپ، ویژوال بیسیک و پی‌اچ‌پی,جاوا اسکریپت، پایتون، جاوا، سی‌شارپ و PHP.,جاوا اسکریپت، پایتون، جاوا، سی‌شارپ و PHP.,False,
در سال ۱۲۸۸ رضاخان برای چه چیزی به زنجان و اردبیل اعزام شد؟,خواباندن شورش‌های طرفداران محمدعلی‌شاه و مخالفان مشروطه,رضاخان برای سرکوب شورش‌ها و برقراری نظم به زنجان و اردبیل اعزام شد.,رضاخان برای سرکوب شورش‌ها و برقراری نظم به زنجان و اردبیل اعزام شد.,True,
مایکل سندی‌ووجیس در چه سالی متولد شد؟,,اطلاعات دقیقی درباره سال تولد مایکل سندی‌ووجیس در دسترس نیست.,اطلاعات دقیقی درباره سال تولد مایکل سندی‌ووجیس در دسترس نیست.,True,
چه زمانی جام توماس لیپتون به عنوان نخستین دوره رقابت‌های جام جهانی شناخته می‌شد؟,,جام توماس لیپتون در سال 1909 به عنوان نخستین دوره رقابت‌های جام جهانی شناخته می‌شد.,جام توماس لیپتون در سال 1909 به عنوان نخستین دوره رقابت‌های جام جهانی شناخته می‌شد.,False,
شالبافی در کجا و توسط چه کسانی دراستان گیلان رایج است؟,شالبافی در تالش و توسط گالش‌ها,شالبافی در استان گیلان، به ویژه در لاهیجان و رودسر، توسط زنان گیلانی رایج است.,شالبافی در استان گیلان، به ویژه در لاهیجان و رودسر، توسط زنان گیلانی رایج است.,False,
پس از چه رویدادی فعالیت‌های سازمان دارِ تئاتر در اروپای غربی متوقف شد؟,پس از سقوط امپراتوری روم,پس از انقلاب اسلامی در سال 1357 فعالیت‌های سازمان دارِ تئاتر در اروپای غربی متوقف شد.,پس از انقلاب اسلامی در سال 1357 فعالیت‌های سازمان دارِ تئاتر در اروپای غربی متوقف شد.,False,
نام فرد ایرانی که پست‌هایی همچون مشاور ارشد مدیر عامل گوگل و نایب‌رئیس ارشد بخش فروش را در این شرکت داشت چه بود؟,امید کردستانی,فریدون نیک‌خواه,فریدون نیک‌خواه,False,
دوره‌ی مداری چیست؟,,دوره‌ی مداری مدت زمانی است که یک جرم آسمانی برای کامل کردن یک دور به دور یک جسم دیگر نیاز دارد.,دوره‌ی مداری مدت زمانی است که یک جرم آسمانی برای کامل کردن یک دور به دور یک جسم دیگر نیاز دارد.,True,
بزرگترین مشکل استان خوزستان در حال حاضر چیست؟,,بزرگترین مشکل استان خوزستان در حال حاضر کمبود آب و بحران آب است.,بزرگترین مشکل استان خوزستان در حال حاضر کمبود آب و بحران آب است.,False,
کریم‌خان زند خود را چه نامید؟,او خود راوکیل الرعایا نامید,"کریم‌خان زند خود را ""وکیل الرعایا"" نامید.","کریم‌خان زند خود را ""وکیل الرعایا"" نامید.",True,
چه چیزی در استان خوزستان قابلیت بالقوهٔ کشاورزی فراوانی ایجاد کرده‌است؟,ساختار جلگه‌ای استان خوزستان,وجود رودخانه‌های بزرگ و خاک حاصلخیز در خوزستان قابلیت بالقوهٔ کشاورزی فراوانی ایجاد کرده است.,وجود رودخانه‌های بزرگ و خاک حاصلخیز در خوزستان قابلیت بالقوهٔ کشاورزی فراوانی ایجاد کرده است.,False,
بعد از لیندون بنیز جانسون چه کسی رئیس جمهور شد؟,ریچارد نیکسون,ریچارد نیکسون بعد از لیندون بنیز جانسون رئیس‌جمهور شد.,ریچارد نیکسون بعد از لیندون بنیز جانسون رئیس‌جمهور شد.,True,
مدار ژئوسنکرون زمین در چه فاصله‌ای از سطح زمین است؟,۳۶۰۰۰ کیلومتری,مدار ژیوسنکرون زمین در فاصله حدود ۳۵۸۰۰ کیلومتری از سطح زمین است.,مدار ژیوسنکرون زمین در فاصله حدود ۳۵۸۰۰ کیلومتری از سطح زمین است.,False,
علی بن موسی الرضا چگونه به شهادت رسید؟ ,,علی بن موسی الرضا به دلیل مسمومیت در طوس به شهادت رسید.,علی بن موسی الرضا به دلیل مسمومیت در طوس به شهادت رسید.,True,
در قرن ۴ام اسلامی برای جمع‌آوری قرائت‌های مختلف قرآنی برای هر قاری چند راوی قرار دادند؟,دو,برای هر قاری ۱۰ راوی قرار دادند.,برای هر قاری ۱۰ راوی قرار دادند.,False,
کادوسیان بنابر استرابو در کجا می‌زیستند؟,در کرانه جنوب غرب دریای خزر و جنوب ارس بین آلبانی در شمال و ماردی در شرق یعنی در بخش کوهستانی مادیه پیرامون پاراچوآتراس,کادوسیان در نواحی شمالی ایران و اطراف دریای خزر زندگی می‌کردند.,کادوسیان در نواحی شمالی ایران و اطراف دریای خزر زندگی می‌کردند.,False,
ماهواره‌های مدارات قطبی جهت چه کاری مورد استفاده قرار می‌گیرند؟,مشاهدۀ سطح زمین,ماهواره‌های مدارات قطبی برای نظارت بر محیط زیست، جمع‌آوری داده‌های جوی و نقشه‌برداری استفاده می‌شوند.,ماهواره‌های مدارات قطبی برای نظارت بر محیط زیست، جمع‌آوری داده‌های جوی و نقشه‌برداری استفاده می‌شوند.,False,
در سال 1963، کدام شهرستان کوچک در شمال به گیلان ملحق شد؟,آستارا,شهرستان ماسال در سال 1963 به گیلان ملحق شد.,شهرستان ماسال در سال 1963 به گیلان ملحق شد.,False,
نسخه‌های تست بتا به وسیله ی چه گروهی اجرا شد؟,به وسیلهٔ گروهی غیر از تولیدکنندگان,نسخه‌های تست بتا به وسیله تست‌کنندگان بتا اجرا می‌شود.,نسخه‌های تست بتا به وسیله تست‌کنندگان بتا اجرا می‌شود.,False,
در چه سالی دوپلر مقاله ای راجع به اثر دوپلر بر روی همه ی امواج نوشت؟,۱۸۴۲,کریستیان دوپلر در سال 1842 مقاله‌ای راجع به اثر دوپلر نوشت.,کریستیان دوپلر در سال 1842 مقاله‌ای راجع به اثر دوپلر نوشت.,True,
آزمایش های سندی‌ووجیس در چه کتابی منتشر شده؟,در مورد احتراق,"آزمایش‌های سندی‌ووجیس در کتاب ""آزمایش‌های روانشناسی"" منتشر شده است.","آزمایش‌های سندی‌ووجیس در کتاب ""آزمایش‌های روانشناسی"" منتشر شده است.",False,
