question,answer,model_answer,clean_model_answer,is_correct,id
رمانی که فیلم برای اینکه از آن الهام گرفته شده به چه چیز می‌پردازد ؟,نقد مکتب روان‌شناسی رفتارگرایی,رمان به موضوعات انسانی و روابط بین فردی می‌پردازد.,رمان به موضوعات انسانی و روابط بین فردی می‌پردازد.,False,
رمانی که فیلم برای اینکه از آن الهام گرفته شده ابتدا در چه سالی به صورت نمایشنامه درآمد؟,۱۹۶۳ سال,1949,1949,False,
کدام یک از سبک‌هایی که فرانک وینسنت زاپا در آن آهنگسازی کرده در دهه ۵۰ میلادی تحت عنوان راک اند رول شکل گرفت؟,راک,راک,راک,True,
از فردی که آغاز فانک راک را به لیتل ریچارد و گروه جاده‌ای‌اش نسبت می‌دهد از پیشگامان چه موسیقی بود ؟,موسیقی فانک,پیشگام موسیقی راک و فانک,پیشگام موسیقی راک و فانک,False,
آیا تیمی که هیوستون راکتس در بازی‌های حذفی به مصاف آن رفت دو بار در سالهای ١٩٧٠ و ١٩٧٣ قهرمان لیگ سراسری NBA شده است؟,بله,بله، نیویورک نیکز در سال‌های ۱۹۷۰ و ۱۹۷۳ قهرمان لیگ سراسری NBA شده است.,بله، نیویورک نیکز در سال‌های ۱۹۷۰ و ۱۹۷۳ قهرمان لیگ سراسری NBA شده است.,True,
آیا شرکت ماهان تعداد فروند هواپیمای مسافربری بیشتری از شرکت هواپیمایی ایران ایرتور دارد ؟,بله,بله، شرکت ماهان تعداد فروند هواپیمای مسافربری بیشتری از شرکت هواپیمایی ایران ایرتور دارد.,بله، شرکت ماهان تعداد فروند هواپیمای مسافربری بیشتری از شرکت هواپیمایی ایران ایرتور دارد.,True,
آیا پیروز یکم و محمد ظاهرشاه از پادشاهان ایرانی بودند ؟,خیر,پیروز یکم پادشاه ایرانی بود، اما محمد ظاهرشاه پادشاه ایرانی نبود.,پیروز یکم پادشاه ایرانی بود، اما محمد ظاهرشاه پادشاه ایرانی نبود.,False,
آیا بازی سایلنت هیل ۲ و بازی ریمن ریوینگ رابیدها در یک سال منتشر شدند ؟,خیر,خیر، در یک سال منتشر نشده‌اند.,خیر، در یک سال منتشر نشده‌اند.,True,
آیا فیلم دیوانه از قفس پرید و بی‌خانمانی در آمریکا برنده جایزه اسکار شده اند ؟,بله,"بله، ""دیوانه از قفس پرید"" برنده جایزه اسکار شده است، اما ""بی‌خانمانی در آمریکا"" برنده نشده است.","بله، ""دیوانه از قفس پرید"" برنده جایزه اسکار شده است، اما ""بی‌خانمانی در آمریکا"" برنده نشده است.",False,
نخستین تزار روسیه از چند سالگی به حکومت رسید ؟,ده‌سالگی,16 سالگی,16 سالگی,False,
آیا عنصر شیمیایی با عدد اتمی ۲۶ در فهرست فلزات نجیب قرار دارد شد ؟,خیر,خیر، عنصر با عدد اتمی ۲۶ در فهرست فلزات نجیب قرار ندارد.,خیر، عنصر با عدد اتمی ۲۶ در فهرست فلزات نجیب قرار ندارد.,True,
کدام یک از بازیگران فیلم سینمایی گرند ماستی در فیلم آقا تقلب نقش آفرینی کرده است ؟,مانجاری فاندیس,ویکتوریا دایس,ویکتوریا دایس,False,
آیا عدد اتمی آهن از عدد اتمی مس بیشتر است ؟,خیر,خیر، عدد اتمی آهن از عدد اتمی مس کمتر است.,خیر، عدد اتمی آهن از عدد اتمی مس کمتر است.,True,
کدام یک از فلزات نجیب عدد اتمی 29 را دارد ؟,مس,مس (Cu),مس (Cu),True,
آیا کسی که شخصیت لرد ولدمورت را خلق کرد عمده شهرتش را به دلیل نوشتن مجموعه فانتزی هری پاتر کسب کرده است ؟,بله,بله، عمده شهرتش به دلیل نوشتن مجموعه هری پاتر است.,بله، عمده شهرتش به دلیل نوشتن مجموعه هری پاتر است.,True,
کسی که قوای قزاق به درخواست او تشکیل شد چندمین پادشاه ایرانی بود که خاطرات خود را نوشت ؟,نخستین,پنجمین پادشاه ایرانی (محمدعلی شاه قاجار),پنجمین پادشاه ایرانی (محمدعلی شاه قاجار),False,
آیا کسی که قوای قزاق به درخواست او تشکیل شد نخستین پادشاه ایرانی بود که خاطرات خود را نوشت ؟,بله,بله، احمد شاه قاجار نخستین پادشاه ایرانی بود که خاطرات خود را نوشت.,بله، احمد شاه قاجار نخستین پادشاه ایرانی بود که خاطرات خود را نوشت.,False,
آیا کسی که قوای قزاق به درخواست او تشکیل شد معروف به قبله عالم بود ؟,بله,بله، ناصرالدین شاه قاجار معروف به قبله عالم بود.,بله، ناصرالدین شاه قاجار معروف به قبله عالم بود.,False,
کسی که قوای قزاق به درخواست او تشکیل شد چه کسی را کشت ؟,امیرکبیر,سید جمال‌الدین اسدآبادی,سید جمال‌الدین اسدآبادی,False,
کسی که قوای قزاق به درخواست او تشکیل شد در چند سالگی ترور شد ؟,65,63 سالگی,63 سالگی,False,
کسی که قوای قزاق به درخواست او تشکیل شد نزدیک به چند سال پادشاهی کرد ؟,50 سال,نزدیک به 2 سال,نزدیک به 2 سال,False,
کسی که قوای قزاق به درخواست او تشکیل شد خود را چه نامید ؟,صاحبقران,سردار,سردار,False,
آیا پوغوس پتروسی آفیان و جوزپه فورتونینو فرانچسکو وردی هر دو ایتالیایی بودند ؟,خیر,بله، هر دو ایتالیایی بودند.,بله، هر دو ایتالیایی بودند.,False,
آیا بازی اتومبیل‌دزدی بزرگ نیز مانند بازی سرکش از طراحی جهان باز برخوردار است ؟,بله,بله، هر دو بازی از طراحی جهان باز برخوردارند.,بله، هر دو بازی از طراحی جهان باز برخوردارند.,True,
کدام یک از علائم و نشانه‌های بیماری سپتیسمی حالتی است که در آن دمای بدن جانوران خون‌گرم از مقدار طبیعی آن بیشتر می شود ؟,تب,تب (افزایش دما),تب (افزایش دما),True,
تشنج از نتایج کدام یک از علائم و نشانه‌های بیماری سپتیسمی است ؟,تب,تشنج به عنوان یکی از عوارض ممکن در سپتیسمی است.,تشنج به عنوان یکی از عوارض ممکن در سپتیسمی است.,False,
آیا دیوید والاس و لوک اسکای‌واکر هر دو یک شخصیت تخیلی هستند ؟,بله,بله، هر دو شخصیت تخیلی هستند.,بله، هر دو شخصیت تخیلی هستند.,True,
دیوید والاس و لوک اسکای‌واکر چه نوع شخصیتی هستند ؟,تخیلی,"دیوید والاس شخصیتی مدیریتی و خودمحور، لوک اسکای‌واکر شخصیتی قهرمان و فداکار است.

[[ ## completed","دیوید والاس شخصیتی مدیریتی و خودمحور، لوک اسکای‌واکر شخصیتی قهرمان و فداکار است.

[[ ## completed",False,
آیا دو شخصیت دیوید والاس و لوک اسکای‌واکر توسط مارک همیل به تصویر کشیده‌است ؟,خیر,خیر، مارک همیل فقط لوک اسکای‌واکر را بازی کرده است.,خیر، مارک همیل فقط لوک اسکای‌واکر را بازی کرده است.,True,
کدام یک از نرم افزارهایی که جنکینز از آن ها پشتیبانی می کند به صورت یک نرم‌افزار آزاد عرضه می‌شود ؟,آپاچی سابورژن,جنکینز,جنکینز,False,
دو بازی فار کرای پرایمال و فار کرای در چه سبکی قرار دارند ؟,اکشن و ماجراجویی,سبک اکشن-ماجراجویی و تیراندازی اول شخص,سبک اکشن-ماجراجویی و تیراندازی اول شخص,False,
