question,answer,model_answer,id,clean_model_answer,is_correct
کدام یک از بازیگران فیلم آخرین شکارچی جادوگر برنده اسکار و گلدن گلوب شده است ؟,مایکل کین,"<Think>
فیلم ""آخرین شکارچی جادوگر"" (The Last Witch Hunter) بازیگرانی از جمله وین دیزل، رز لزلی، و الیجا وود دارد. باید بررسی کنم که کدام یک از این بازیگران برنده اسکار و گلدن گلوب شده است.

- وین دیزل: بیشتر برای نقش‌های اکشن شناخته شده و تا جایی که می‌دانم برنده اسکار یا گلدن گلوب نشده است.
- رز لزلی: بیشتر برای نقش‌های تلویزیونی و سینمایی در ژانرهای فانتزی شناخته شده و برنده اسکار یا گلدن گلوب نیست.
- الیجا وود: بیشتر برای نقش فرودو در ارباب حلقه‌ها شناخته شده است. تا جایی که می‌دانم او هم برنده اسکار یا گلدن گلوب نیست.

به نظر می‌رسد هیچ یک از بازیگران اصلی ذکر شده در فیلم ""آخرین شکارچی جادوگر"" برنده اسکار و گلدن گلوب نشده‌اند. ممکن است سوال به بازیگر دیگری اشاره داشته باشد یا اطلاعات من ناقص باشد. با این حال، با توجه به اطلاعات عمومی، هیچ یک از بازیگران اصلی فیلم مذکور دارای هر دو جایزه اسکار و گلدن گلوب نیستند.

باید دوباره بازیگران فیلم را بررسی کنم. Michael Caine نیز در این فیلم حضور دارد.
- مایکل کین (Michael Caine): او برنده دو جایزه اسکار برای بهترین بازیگر نقش مکمل مرد (Hannah and Her Sisters در سال ۱۹۸۶ و The Cider House Rules در سال ۱۹۹۹) و همچنین برنده سه جایزه گلدن گلوب شده است (Educating Rita در سال ۱۹۸۳، Little Voice در سال ۱۹۹۸ و The Cider House Rules در سال ۱۹۹۹).

پس مایکل کین هم برنده اسکار و هم برنده گلدن گلوب شده است.
</Think>
<ANSWER>مایکل کین</ANSWER>",186,مایکل کین,True
آیا شرکت تکمو در همان سالی که بازی نینجا گایدن اولین بار در آمریکای شمالی عرضه شد تاسیس گردید ؟,خیر,"<Think>شرکت تکمو در سال ۱۹۶۷ تاسیس شد. اولین بازی نینجا گایدن در آمریکای شمالی در سال ۱۹۸۸ منتشر شد. بنابراین، سال تاسیس شرکت با سال انتشار بازی در آمریکای شمالی یکی نیست.</Think>
<ANSWER>خیر</ANSWER>",190,خیر,True
تصویرگر مجموعه شکار جانور شگفت‌انگیز از اعضای کدام گروه نقاشان بود ؟,پیشارافائلی,"<Think>مجموعه شکار جانور شگفت‌انگیز (The Hunt of the Unicorn) به نقاشان مکتب هلندی-فلاندری اولیه (Early Netherlandish painting) نسبت داده می‌شود. این مکتب هنری در منطقه فلاندر (بخشی از هلند تاریخی) فعالیت می‌کرد. بنابراین، تصویرگر از اعضای گروه نقاشان فلاندری بود.</Think>
<ANSWER>نقاشان فلاندری</ANSWER>",220,نقاشان فلاندری,False
 کدام یک از نشانه های آبله‌میمون باعث می شود بسیاری از میکروب ها توانایی رشد نداشته باشند ؟,تب,"<Think>آبله‌میمون یک بیماری ویروسی است. یکی از نشانه‌های آبله‌میمون تب است. تب به معنای افزایش دمای بدن است و دمای بالاتر از حد نرمال می‌تواند رشد بسیاری از میکروب‌ها (مانند باکتری‌ها) را مهار کند یا از بین ببرد.</Think>
<ANSWER>تب</ANSWER>",206,تب,True
آیا موسس سورا ال‌تی‌دی مجموعه بازی برادران سوپر اسمش را منتشر کرده است  ؟,خیر,<ANSWER>خیر</ANSWER>,172,خیر,True
شرکت منتشر کننده آهنگ بیلی جین در چه سالی بنیان‌گذاشته شد ؟,سال 1953,"<Think>آهنگ بیلی جین توسط مایکل جکسون منتشر شده است. مایکل جکسون این آهنگ را تحت لیبل Epic Records منتشر کرد. شرکت Epic Records در سال ۱۹۵۳ تأسیس شد.</Think>
<ANSWER>سال ۱۹۵۳</ANSWER>",170,سال ۱۹۵۳,True
کسی که شخصیت های مجموعه تجربیات سریالی لین را طراحی کرده عمدتا در کدام حوزه کار می کند ؟,انیمه و مانگا,"<Think>شخصیت های مجموعه تجربیات سریالی لین (Lain) توسط یوشیتوشی آبه طراحی شده است. یوشیتوشی آبه عمدتاً به عنوان یک هنرمند بصری و طراح شخصیت در صنعت انیمه و مانگا فعالیت می‌کند.</Think>
<ANSWER>هنرهای بصری</ANSWER>",182,هنرهای بصری,False
کدام یک از مردمانی که از تکنیک تیراندازی با کمان استفاده می کردند قومی از نژاد زرد هستند ؟,مغول‌ها,<ANSWER>مغول‌ها</ANSWER>,215,مغول‌ها,True
کدام یک از فلزات نجیب به معنی زنده می باشد ؟,جیوه,"<Think>این سوال به دنبال فلزی نجیب است که نام آن به معنی ""زنده"" باشد. فلزات نجیب اصلی عبارتند از طلا، نقره، پلاتین، پالادیوم، رودیوم، روتنیوم، ایریدیوم و اسمیوم. با بررسی ریشه نام این فلزات، هیچ‌کدام مستقیماً به معنی ""زنده"" نیستند.
اما جیوه (Mercury) که گاهی اوقات در تعاریف گسترده‌تر، به دلیل مقاومت در برابر اکسیداسیون و خوردگی، به عنوان یک فلز نجیب طبقه‌بندی می‌شود، در زبان انگلیسی به ""quicksilver"" (سیماب) معروف است. کلمه ""quick"" در انگلیسی قدیمی به معنای ""زنده"" یا ""فعال"" بوده است. بنابراین، ""quicksilver"" به معنای ""نقره‌ی زنده"" یا ""نقره‌ی پویا"" است که به حالت مایع و متحرک آن اشاره دارد. این قوی‌ترین ارتباط بین یک فلز و معنای ""زنده"" است.</Think>
<ANSWER>جیوه (quicksilver)</ANSWER>",191,جیوه (quicksilver),True
آیا نقره زنده به عنوان فلزات نجیب شناخته می شود ؟,بله,"<Think>«نقره زنده» نام دیگر جیوه (مرکوری) است. جیوه به دلیل مقاومت بالا در برابر خوردگی و واکنش‌پذیری پایین با اکسیژن و اسیدها، اغلب به عنوان یکی از فلزات نجیب یا شبه‌نجیب شناخته می‌شود.</Think>
<ANSWER>بلی</ANSWER>",192,بلی,True
کنسول بازی که ایس کمبت ۷: آسمان‌های ناشناخته در ژانویه 2019 برای آن منتشر شد توسط کدام شرکت معرفی شده است ؟,مایکروسافت,"<Think>بازی ""ایس کمبت ۷: آسمان‌های ناشناخته"" (Ace Combat 7: Skies Unknown) در ژانویه ۲۰۱۹ برای پلی‌استیشن ۴ و ایکس‌باکس وان منتشر شد. کنسول پلی‌استیشن ۴ توسط شرکت سونی و ایکس‌باکس وان توسط شرکت مایکروسافت معرفی شده‌اند. سوال به ""کنسول بازی"" اشاره دارد و ممکن است اشاره به یکی از آنها باشد یا به هر دو. بهتر است هر دو شرکت را ذکر کنم.</Think>
<ANSWER>سونی و مایکروسافت</ANSWER>",207,سونی و مایکروسافت,False
آیا شرکت نینتندو زودتر از شرکت تکمو تاسیس شد ؟,خیر,<ANSWER>بلی</ANSWER>,208,بلی,False
آیا جایزه ادبی من بوکر و جوایز گلدن گلوب هر دو به بهترین تولیدات سینمایی و تلویزیونی، هم داخلی و هم خارجی اهدا می‌گردد ؟,خیر,"<Think>جایزه ادبی من بوکر (Man Booker Prize) یک جایزه ادبی است که به بهترین رمان منتشر شده در بریتانیا یا ایرلند به زبان انگلیسی اهدا می‌شود و ارتباطی با تولیدات سینمایی و تلویزیونی ندارد. در مقابل، جوایز گلدن گلوب (Golden Globe Awards) به بهترین تولیدات سینمایی و تلویزیونی، هم داخلی (آمریکایی) و هم خارجی، اهدا می‌شود. بنابراین، هر دو جایزه معیارهای مطرح شده در سوال را به طور همزمان پوشش نمی‌دهند.</Think>
<ANSWER>خیر</ANSWER>",196,خیر,True
آیا نخستین جوایز گلدن گلوب زودتر از جایزه شیر طلایی اهدا گردید ؟,بله,<ANSWER>بلی</ANSWER>,174,بلی,True
آیا نینجا گایدن و ندای وظیفه هر دو توسط یک شرکت منتشر شده اند ؟,خیر,"<Think>نینجا گایدن توسط شرکت تکمو (Tecmo) منتشر شده است. ندای وظیفه (Call of Duty) توسط شرکت اکتیویژن (Activision) منتشر شده است. این دو شرکت متفاوت هستند.</Think>
<ANSWER>خیر</ANSWER>",227,خیر,True
آیا شرکت منتشر کننده نینجا گایدن بازی ندای وظیفه را منتشر کرده است ؟,خیر,"<Think>نینجا گایدن توسط شرکت تکمو منتشر شده است. بازی ندای وظیفه توسط شرکت اکتیویژن منتشر شده است. بنابراین، شرکت منتشر کننده نینجا گایدن، ندای وظیفه را منتشر نکرده است.</Think>
<ANSWER>خیر</ANSWER>",193,خیر,True
آیا کسی که بازی سوپرتاکس را توسعه داده بازی ندای وظیفه را منتشر کرده است ؟,خیر,"<Think>بازی سوپرتاکس یک بازی متن‌باز است که توسط جامعه توسعه داده شده است. بازی ندای وظیفه توسط شرکت اکتیویژن منتشر می‌شود. بنابراین، کسی که سوپرتاکس را توسعه داده، ندای وظیفه را منتشر نکرده است.</Think>
<ANSWER>خیر</ANSWER>",96,خیر,True
آیا بازی ندای وظیفه و بازی ایس کمبت ۷: آسمان‌های هر دو توسط یک فرد منتشر شده اند ؟,خیر,"<Think>بازی ندای وظیفه توسط اکتیویژن منتشر شده است. بازی ایس کمبت ۷: آسمان‌های ناشناخته توسط باندای نامکو انترتینمنت منتشر شده است. این دو شرکت متفاوت هستند.</Think>
<ANSWER>خیر</ANSWER>",1198,خیر,True
آیا کارگردان فیلم آلیس در شهرها نوسینده فیلم پرومتئوس بوده است ؟,خیر,<ANSWER>خیر</ANSWER>,1199,خیر,True
آیا فیلم آلیس در شهرها و فیلم پرومتئوس محصول یک سال می باشند ؟,خیر,<ANSWER>خیر</ANSWER>,1299,خیر,True
آیا فیلمبرداری فیلم آلیس در شهرها توسط  نویسندگان فیلم پرومتئوس انجام شده است ؟,خیر,"<Think>فیلمبرداری فیلم آلیس در شهرها توسط رابی مولر انجام شده است. فیلمبرداری فیلم پرومتئوس توسط داریوش وولسکی انجام شده است. این دو نفر یکسان نیستند.</Think>
<ANSWER>خیر</ANSWER>",1399,خیر,True
آیا فیلم آلیس در شهرها و فیلم نیمه ماه مارس درام می باشند ؟,بله,<ANSWER>بلی</ANSWER>,1499,بلی,True
آیا فیلم آلیس در شهرها و فیلم نیمه ماه مارس توسط ویم وندرس کارگردانی شده اند ؟,خیر,"<Think>ویم وندرس کارگردان شناخته شده‌ای است. فیلم ""آلیس در شهرها"" (Alice in the Cities) از کارهای اوست. همچنین، فیلم ""نیمه ماه مارس"" (The Ides of March) توسط جورج کلونی کارگردانی شده، نه ویم وندرس.</Think>
<ANSWER>خیر</ANSWER>",1699,خیر,True
خانواده سلطنتی شیخ خلیفه بن حمد بن خلیفه آل ثانی از چه سالی بر کشور قطر حکمرانی می‌کنند ؟,سال 1850,"<Think>خانواده آل ثانی از سال ۱۸۲۵ بر کشور قطر حکمرانی می‌کنند. شیخ خلیفه بن حمد بن خلیفه آل ثانی یکی از اعضای این خانواده و از حاکمان قطر بوده است.</Think>
<ANSWER>سال ۱۸۲۵</ANSWER>",2006,سال ۱۸۲۵,False
آیا از خانواده سلطنتی شیخ خلیفه بن حمد بن خلیفه آل ثانی تاکنون 9 نفر به‌عنوان امیر قطر منصوب شده‌اند ؟,بله,"<Think>برای پاسخ به این سوال، باید تعداد امیران قطر از خاندان آل ثانی را شمارش کرد.
1. محمد بن ثانی (۱۸۶۸-۱۸۷۸)
2. قاسم بن محمد آل ثانی (۱۸۷۸-۱۹۱۳)
3. عبدالله بن قاسم آل ثانی (۱۹۱۳-۱۹۴۹)
4. علی بن عبدالله آل ثانی (۱۹۴۹-۱۹۶۰)
5. احمد بن علی آل ثانی (۱۹۶۰-۱۹۷۲)
6. خلیفه بن حمد آل ثانی (۱۹۷۲-۱۹۹۵)
7. حمد بن خلیفه آل ثانی (۱۹۹۵-۲۰۱۳)
8. تمیم بن حمد آل ثانی (۲۰۱۳-اکنون)

با شمارش، مشخص می‌شود که تاکنون ۸ نفر از خاندان آل ثانی به عنوان امیر قطر منصوب شده‌اند. بنابراین، عدد ۹ صحیح نیست.</Think>
<ANSWER>خیر</ANSWER>",2007,خیر,False
کدام یک از فیلم هایی که حفیصه حرزی در آن نقش داشته نخستین بار در بخش رقابتی جشنواره فیلم کن ۲۰۱۱ اکران شد ؟,خانه بردباری,<ANSWER>سرچشمه‌های طلایی</ANSWER>,2010,سرچشمه‌های طلایی,False
کدام یک از فیلم هایی که حفیصه حرزی در آن نقش داشته در سبک درام است ؟,خانه بردباری,<ANSWER>زندگی ادل</ANSWER>,2011,زندگی ادل,False
کدام یک از فیلم هایی که حفیصه حرزی در آن نقش داشته در سال ۲۰۱۱ منتشر شد ؟,خانه بردباری,<ANSWER>خانه تحمل</ANSWER>,2012,خانه تحمل,False
کارگردان کدام یک از فیلم هایی که حفیصه حرزی در آن نقش داشته برتران بونلو بوده است ؟,خانه بردباری,<ANSWER>سن لوران</ANSWER>,2013,سن لوران,False
فردی که شخصیت تخیلی لوک اسکای‌واکر توسط او پدید آمده است تا چه سالی رئیس کمپانی لوکاس فیلم بود ؟,2012 سال,"<Think>شخصیت لوک اسکای‌واکر توسط جورج لوکاس پدید آمده است. جورج لوکاس بنیانگذار کمپانی لوکاس‌فیلم بود و تا سال ۲۰۱۲، زمانی که کمپانی را به دیزنی فروخت، رئیس آن بود.</Think>
<ANSWER>سال ۲۰۱۲</ANSWER>",2016,سال ۲۰۱۲,True
فردی که شخصیت تخیلی لوک اسکای‌واکر توسط او پدید آمده است کمپانی لوکاس فیلم را به کدام شرکت فروخت ؟,شرکت والت دیزنی,"<Think>لوک اسکای‌واکر توسط جورج لوکاس پدید آمده است. جورج لوکاس کمپانی لوکاس‌فیلم را به شرکت والت دیزنی فروخت.</Think>
<ANSWER>شرکت والت دیزنی</ANSWER>",2018,شرکت والت دیزنی,True
آیا فردی که شخصیت تخیلی لوک اسکای‌واکر توسط او پدید آمده است از مهم‌ترین چهره‌های جنبش هالیوود نو بود ؟,بله,"<Think>شخصیت تخیلی لوک اسکای‌واکر توسط جورج لوکاس خلق شده است. جورج لوکاس یکی از کارگردانان برجسته و تأثیرگذار جنبش هالیوود نو به شمار می‌رود.</Think>
<ANSWER>بلی</ANSWER>",2020,بلی,True
کدام یک از خطرناکترین انواع بیماری‌هایی که توسط برخی انواع پشه منتقل می‌شوند از فیلاریا منشا می‌ گیرد ؟,فیلاریازیس,"<Think>بیماری فیلاریا توسط پشه منتقل می‌شود. فیلاریازیس یک عفونت انگلی است که توسط کرم‌های نواری فیلاریا ایجاد می‌شود. پشه‌ها این کرم‌ها را از فردی به فرد دیگر منتقل می‌کنند. یکی از خطرناکترین اشکال این بیماری، ""فیلاریای لنفاوی"" است که به ""پافیلی"" نیز معروف است و منجر به تورم شدید و مزمن بافت‌ها می‌شود.</Think>
<ANSWER>فیلاریای لنفاوی (پافیلی)</ANSWER>",2022,فیلاریای لنفاوی (پافیلی),False
کدام یک از رهبران سیاسی روسیه و متحدانش در ده سالگی به حکومت رسید ؟,پطر کبیر,"<Think>پیتر کبیر در سن ۱۰ سالگی همراه با برادر ناتنی خود ایوان پنجم، به طور مشترک به عنوان تزار روسیه به حکومت رسید. با این حال، قدرت واقعی در ابتدا در دست خواهر بزرگترشان، سوفیا الکسیونا، به عنوان نایب‌السلطنه بود.</Think>
<ANSWER>پیتر کبیر</ANSWER>",2034,پیتر کبیر,True
آیا روزنامه ای که جاستین چنگ برای آن می‌نویسد دومین روزنامه بزرگ مناطق شهری در ایالات متحده می‌باشد ؟,بله,"<Think>جاستین چنگ برای روزنامه لس آنجلس تایمز (Los Angeles Times) می‌نویسد. لس آنجلس تایمز یکی از بزرگترین و پرتیراژترین روزنامه‌های ایالات متحده است، اما معمولاً وال استریت ژورنال و نیویورک تایمز به عنوان بزرگترین روزنامه‌های کشور شناخته می‌شوند. بنابراین، لس آنجلس تایمز دومین روزنامه بزرگ مناطق شهری در ایالات متحده نیست.</Think>
<ANSWER>خیر</ANSWER>",2045,خیر,False
کدام یک از روزنامه هایی که جاستین چنگ برای آن می‌نویسد در قسمت غربی ایالات متحده آمریکا توزیع می‌شود ؟,لس آنجلس تایمز,<ANSWER>لس آنجلس تایمز</ANSWER>,2047,لس آنجلس تایمز,True
لقب نویسنده رمان خورشید همچنان می‌دمد چه بود ؟,پدر ادبیات مدرن,<ANSWER>پاپا</ANSWER>,2049,پاپا,False
آیا نویسنده رمان خورشید همچنان می‌دمد از پایه‌گذاران وقایع‌نگاری ادبی شناخته می شود ؟,بله,<ANSWER>بلی</ANSWER>,2052,بلی,True
از بین مجموعه تلوزیونی اداره و فصل سوم مجموعه کمدی موقعیت اداره کدام یک زودتر پخش شده است ؟,مجموعه تلوزیونی اداره,"<Think>سریال تلویزیونی «اداره» (The Office) در دو نسخه بریتانیایی و آمریکایی وجود دارد. نسخه بریتانیایی آن در سال ۲۰۰۱ برای اولین بار پخش شد. فصل سوم مجموعه کمدی موقعیت «اداره» (The Office US) در سال ۲۰۰۶ شروع به پخش کرد. بنابراین، مجموعه تلویزیونی اصلی (بریتانیایی) زودتر پخش شده است.</Think>
<ANSWER>مجموعه تلویزیونی اداره (نسخه بریتانیایی)</ANSWER>",2058,مجموعه تلویزیونی اداره (نسخه بریتانیایی),False
کدام یک از شرکت‌های هواپیمایی که در فرودگاه بین‌المللی سپهبد شهید قاسم سلیمانی فعال هستند در سال 1351 راه‌اندازی  شده اند ؟,ایران ایرتور,"<Think>فرودگاه بین‌المللی سپهبد شهید قاسم سلیمانی در اهواز قرار دارد و میزبان پروازهای داخلی از شرکت‌های هواپیمایی مختلف ایران است. برای یافتن شرکت هواپیمایی که در سال ۱۳۵۱ (معادل ۱۹۷۲ یا ۱۹۷۳ میلادی) راه‌اندازی شده و همچنان فعال است، باید تاریخ تأسیس شرکت‌های هواپیمایی ایرانی را بررسی کرد.
شرکت هواپیمایی سفیران در سال ۱۳۵۱ (۱۹۷۲ میلادی) تأسیس شده است و یک شرکت هواپیمایی ایرانی فعال (عمدتاً باری و برخی پروازهای چارتر) است. سایر شرکت‌های هواپیمایی بزرگ ایران مانند ایران ایر (۱۳۴۰ شمسی)، آسمان (۱۳۵۹ شمسی)، ماهان (۱۳۷۰ شمسی) و ... در تاریخ‌های دیگری راه‌اندازی شده‌اند.</Think>
<ANSWER>هواپیمایی سفیران</ANSWER>",2063,هواپیمایی سفیران,False
آیا دو فیلم فردایی بهتر و قهرمانان گریه نمی‌کنند را جان وو کارگردانی کرده است ؟,بله,<ANSWER>بلی</ANSWER>,2067,بلی,True
آیا دو فیلم آرتی شاو: زمان چیزی است که به‌دست آورده‌ای و بی‌خانمانی در آمریکا هر دو در یک سال منتشر شده اند ؟,بله,"<Think>فیلم آرتی شاو: زمان چیزی است که به‌دست آورده‌ای در سال ۱۹۸۵ منتشر شد. فیلم بی‌خانمانی در آمریکا نیز در سال ۱۹۸۵ منتشر شد. پس هر دو در یک سال منتشر شده‌اند.</Think>
<ANSWER>بلی</ANSWER>",2069,بلی,True
آیا دو فیلم آرتی شاو: زمان چیزی است که به‌دست آورده‌ای و بی‌خانمانی در آمریکا برنده جایزه اسکار بهترین فیلم مستند شده اند ؟,بله,"<Think>فیلم آرتی شاو: زمان چیزی است که به دست آورده‌ای، در سال ۱۹۸۶ برنده جایزه اسکار بهترین فیلم مستند شد. فیلم بی‌خانمانی در آمریکا برنده جایزه اسکار بهترین فیلم مستند نشده است.</Think>
<ANSWER>خیر</ANSWER>",2070,خیر,False
از بین نیما عالمیان و نوشاد عالمیان کدام یک فعالیت خود را از سال 2000 شروع کرده‌اند ؟,نیما عالمیان,"<Think>نیما عالمیان و نوشاد عالمیان هر دو بازیکن تنیس روی میز هستند. نوشاد عالمیان فعالیت حرفه‌ای خود را در سال ۲۰۰۸ آغاز کرده و نیما عالمیان در سال ۲۰۰۴.</Think>
<ANSWER>هیچ‌ یک</ANSWER>",2076,هیچ‌ یک,False
آیا نیما عالمیان و نوشاد عالمیان هر دو فعالیت خود را از سال 1998 شروع کرده‌اند؟,خیر,"<Think>نیما عالمیان متولد ۱۹۹۳ و نوشاد عالمیان متولد ۱۹۹۱ هستند. شروع فعالیت حرفه‌ای آنها نمی‌توانسته از سال ۱۹۹۸ باشد، زیرا در آن زمان سنشان بسیار کم بوده است.</Think>
<ANSWER>خیر</ANSWER>",2077,خیر,True
آیا نیما عالمیان و نوشاد عالمیان هر دو اکنون عضو باشگاه توقینیه فویلارد هستند؟,خیر,"<Think>نیما عالمیان و نوشاد عالمیان هر دو ورزشکار تنیس روی میز هستند. بررسی اطلاعات موجود نشان می‌دهد که نیما عالمیان در سال ۲۰۲۲ به باشگاه توقینیه فویلارد (Toucané Fouillard) پیوست. نوشاد عالمیان نیز در سال ۲۰۲۲ به این باشگاه ملحق شد.</Think>
<ANSWER>بلی</ANSWER>",2079,بلی,False
آیا نیما عالمیان و نوشاد عالمیان هر دو بازیکن تنیس روی میز و ملی‌پوش اهل ایران هستند؟,بله,"<Think>نیما عالمیان و نوشاد عالمیان هر دو بازیکنان شناخته شده تنیس روی میز در ایران هستند و در تیم ملی نیز حضور دارند.</Think>
<ANSWER>بلی</ANSWER>",2082,بلی,True
کارگردان مستند تقاطع تحصیلاتش را در چه رشته ای به پایان برده است ؟,مهندسی کشاورزی,<ANSWER>کارگردانی</ANSWER>,2090,کارگردانی,False
آیا کارگردان مستند تقاطع برنده سیمرغ بلورین برای بهترین فیلم مستند شده است ؟,بله,<ANSWER>بلی</ANSWER>,2092,بلی,True
کارگردان مستند تقاطع سیمرغ بلورین بهترین فیلم مستند را برای کدام فیلم برنده شده است ؟,فیلم نیمه بلند اتاق صعود,"<Think>کارگردان مستند ""تقاطع"" آقای حامد جلالی است. او برای همین مستند ""تقاطع"" سیمرغ بلورین بهترین فیلم مستند را در جشنواره فیلم فجر دریافت کرده است.</Think>
<ANSWER>تقاطع</ANSWER>",2094,تقاطع,False
کدام یک از فیلم‌های کیم یونگ-کوانگ بیش از 8 جایزه را از آن خود کرده است ؟,پینوکیو,"<Think>برای پاسخ به این سوال، نیاز به دسترسی به لیست فیلم‌های کیم یونگ-کوانگ و تعداد جوایز دریافتی برای هر فیلم است. این اطلاعات در دسترس من نیست.</Think>
<ANSWER>اطلاعات کافی برای پاسخ به این پرسش وجود ندارد.</ANSWER>",2100,اطلاعات کافی برای پاسخ به این پرسش وجود ندارد.,False
کدام یک از فیلم‌های کیم یونگ-کوانگ در چین و تایلند و ژاپن پخش شده است؟,پینوکیو,<ANSWER>فیلم روز عروسی تو</ANSWER>,2102,فیلم روز عروسی تو,False
برشی که روش اکسایش حرارتی تولید یک لایه نازک اکسید بر روی سطح آن می‌کند توسط کدام فرایند برش می‌خورد ؟,برش ویفر یا ویفر دایسینگ,"<Think>اکسایش حرارتی برای تولید لایه نازک اکسید بر روی سطح ویفرهای نیمه‌هادی، به‌ویژه ویفرهای سیلیکونی، استفاده می‌شود. ویفرهای سیلیکونی اغلب با استفاده از اره سیمی از یک شمش بزرگ سیلیکون برش داده می‌شوند.</Think>
<ANSWER>اره سیمی</ANSWER>",2104,اره سیمی,False
کدام یک از فیلم‌هایی که لقمانی برای آن برنده جایزه شده در جنوب ایران فیلمبرداری شده است ؟,عروس آتش,<ANSWER>بچه‌های آسمان</ANSWER>,2107,بچه‌های آسمان,False
کدام یک از فیلم‌هایی که لقمانی برای آن برنده جایزه شده را خسرو سینایی کارگردانی کرده است ؟,عروس آتش,<ANSWER>عروس آتش</ANSWER>,2110,عروس آتش,True
آیا جوکیو و گن‌روکو هر دو نام عصر ژاپنی در دوره ادو بودند ؟,بله,"<Think>جوکیو (Jōkyō) و گن‌روکو (Genroku) هر دو از ننگوهای (نام‌های عصر) ژاپنی هستند. هر دو این ننگوها در دوره ادو قرار می‌گیرند. بنابراین، هر دو نام عصر در دوره ادو بوده‌اند.</Think>
<ANSWER>بلی</ANSWER>",2117,بلی,True
تیمی که میشائیل شوماخر  بیشتر دوران ورزشی خود را در آن سپری کرده در چه سالی تاسیس شده است ؟,۱۹۲۹,"<Think>میشائیل شوماخر بیشتر دوران ورزشی خود را در تیم فرمول یک فراری (Scuderia Ferrari) سپری کرده است. تیم فراری در سال ۱۹۲۹ توسط انزو فراری تأسیس شد.</Think>
<ANSWER>سال ۱۹۲۹</ANSWER>",2120,سال ۱۹۲۹,True
آیا عکاس دو فیلم پنج عصر و تخته‌سیاه میثم مخملباف می‌باشد ؟,بله,<ANSWER>خیر</ANSWER>,2127,خیر,False
کدام یک از مهم‌ترین موجودات منقرض شده در انقراض هولوسین در جنگل گیر واقع در گجرات هند یافت می‌شود ؟,شیر ایرانی,"<Think>سوال می‌پرسد کدام موجود منقرض شده مهم در انقراض هولوسین، در جنگل گیر یافت می‌شود. کلمه ""یافت می‌شود"" (is found) به زمان حال اشاره دارد، اما ""منقرض شده"" (extinct) به گذشته. این یک تناقض است مگر اینکه ""یافت می‌شود"" به معنای ""ردی از آن یافت می‌شود"" یا ""در گذشته یافت می‌شد"" باشد.
با توجه به انقراض هولوسین در هند، یکی از مهم‌ترین گونه‌هایی که در این دوره در هند منقرض شده، یوزپلنگ آسیایی است. اگرچه جنگل گیر عمدتاً به خاطر شیر آسیایی (که منقرض نشده بلکه به شدت در خطر انقراض است) شناخته می‌شود، اما یوزپلنگ آسیایی در گذشته در بخش‌های وسیعی از هند، از جمله گجرات، زندگی می‌کرد و در سال ۱۹۵۲ در هند منقرض شد. بنابراین، یوزپلنگ آسیایی مهم‌ترین موجود منقرض‌شده در این منطقه در انقراض هولوسین محسوب می‌شود.</Think>
<ANSWER>یوزپلنگ آسیایی</ANSWER>",2129,یوزپلنگ آسیایی,False
کدام یک از ستارگان فیلم عصرجدید در دوره فیلم صامت به شهرت رسید ؟,چارلی چاپلین,<ANSWER>چارلی چاپلین</ANSWER>,2132,چارلی چاپلین,True
کدام یک از بازیگران فیلم مارلو وکیل می باشد ؟,آدواله آکینویه آگباجه,"<Think>برای پاسخ به این سوال، باید بازیگران فیلم ""مارلو"" (محصول ۲۰۲۲) را بررسی کرده و ببینم آیا اطلاعاتی مبنی بر وکیل بودن یکی از آنها در زندگی واقعی وجود دارد یا خیر. بر اساس اطلاعات عمومی موجود درباره بازیگران اصلی و فرعی این فیلم (مانند لیام نیسون، دایان کروگر، جسیکا لنگ و ...)، هیچ یک از آنها به طور گسترده به عنوان وکیل شناخته شده نیستند و این اطلاعات جزو جزئیات زندگی حرفه‌ای آنها که به طور عمومی منتشر شده باشد، نیست.</Think>
<ANSWER>اسامی عام</ANSWER>",2134,اسامی عام,False
آیا بازیگری که در فیلم شهر گمشده زی در نقش پسر پرسی به ایفای نقش پرداخته انگلیسی است ؟,بله,"<Think>بازیگری که در فیلم ""شهر گمشده زی"" (The Lost City of Z) در نقش پسر پرسی فاوست (جک فاوست) به ایفای نقش پرداخته، تام هالند است. تام هالند ملیت انگلیسی دارد.</Think>
<ANSWER>بلی</ANSWER>",2136,بلی,True
شرکتی که فیلم منتهای حد کمال از سوی آن منتشر شد توسط چه کسانی تاسیس شد ؟,هاوارد کوهن و اریک دی آربلوف,"<Think>فیلم ""منتهای حد کمال"" (The Ultimate Perfection) توسط شرکت برادران وارنر هوم ویدئو منتشر شد. شرکت اصلی برادران وارنر توسط برادران وارنر تاسیس شد.</Think>
<ANSWER>برادران وارنر</ANSWER>",2145,برادران وارنر,False
