question,answer,model_answer,id,clean_model_answer,is_correct
در شنای پروانه حرکت پاها مانند حرکت چه چیزی در آب است؟,دلفین,حرکت دلفین در آب,1627662,حرکت دلفین در آب,True
شاهنشاهی ساسانی را چه کسی پایه گذاری کرد؟,اردشیر بابکان,"Think
شاهنشاهی ساسانی توسط اردشیر بابکان پایه گذاری شد. او آخرین پادشاه اشکانی را شکست داد و سلسله ساسانی را بنیان نهاد.",1641784,"Think
شاهنشاهی ساسانی توسط اردشیر بابکان پایه گذاری شد. او آخرین پادشاه اشکانی را شکست داد و سلسله ساسانی را بنیان نهاد.",True
پاتریشیا کرون، مایکل کوک بر اساس متن و تحقیقات باستان‌شناسی معتقدند مسجد الحرام در کجا واقع شده‌است؟,شمال غربی شبه جزیره عربستان,بر اساس متن و تحقیقات آنها، پاتریشیا کرون و مایکل کوک معتقدند که مسجد الحرام (مکان مرکزی عبادت اولیه مسلمانان) در ابتدا احتمالاً در پترا واقع شده بود.,1601119,بر اساس متن و تحقیقات آنها، پاتریشیا کرون و مایکل کوک معتقدند که مسجد الحرام (مکان مرکزی عبادت اولیه مسلمانان) در ابتدا احتمالاً در پترا واقع شده بود.,False
روش پزشکی پرفشار توسط چه کسی ابداع شد؟,,پزشک بریتانیایی چرچیل هال,1625209,پزشک بریتانیایی چرچیل هال,False
شعار غیررسمی شرکت گوگل توسط چه کسی ابداع شد؟,مهندس گوگل امیت پاتل,"<Think>شعار غیررسمی شرکت گوگل، ""Don't be evil"" (شرور نباشید)، توسط یکی از مهندسان اولیه گوگل به نام پاول بوچه ابداع شد.</Think>
<ANSWER>پاول بوچه</ANSWER>",1611603,پاول بوچه,False
شنا در کدام گروه از ورزش ها قرار می گیرد؟,ورزش‌های آبی,<ANSWER>ورزش‌های آبی</ANSWER>,1645347,ورزش‌های آبی,True
چه چیز هایی اثرات اجتماعی بسیاری در طرز رفتار جوان مدرن داشته‌است؟,موفقیت چشمگیر هیپ هاپ --- مخصوصاً سبک رپ گانگستری ---,"<Think>طرز رفتار جوانان مدرن تحت تأثیر عوامل اجتماعی متعددی قرار گرفته است. از جمله مهم‌ترین این عوامل می‌توان به پیشرفت فناوری، به خصوص اینترنت و شبکه‌های اجتماعی، و همچنین جهانی‌شدن اشاره کرد. این دو عامل به طور گسترده‌ای بر سبک زندگی، ارتباطات، ارزش‌ها و انتظارات جوانان تأثیر گذاشته‌اند.</Think>
<ANSWER>پیشرفت فناوری (مانند اینترنت و شبکه‌های اجتماعی) و جهانی‌شدن.</ANSWER>",1617248,پیشرفت فناوری (مانند اینترنت و شبکه‌های اجتماعی) و جهانی‌شدن.,False
در چه سالی با تصویب مجلس شورای ملی به رضاشاه لقب رضاشاه کبیر داده شد؟,۱۳۲۸,در سال ۱۳۲۸,1637229,در سال ۱۳۲۸,True
نام عموی شورشی محمد شاه قاجار که بود؟,حسین‌علی میرزا فرمانفرما,علیشاه میرزا,1608417,علیشاه میرزا,False
درچه تاریخی بهرام دوم درگذشت؟,۲۹۳,۲۹۳ میلادی,1642134,۲۹۳ میلادی,True
شاپور دوم امپراتوری خود را در کجا برقرارکرد؟,نواحی جنوبی,<ANSWER>ایران</ANSWER>,1642354,ایران,False
زیباترین تپه گیلان چه نام دارد؟,,"<Think>سؤال ""زیباترین تپه گیلان چه نام دارد؟"" یک سوال سلیقه‌ای و ذهنی است و هیچ تپه خاصی به طور عمومی به عنوان ""زیباترین"" شناخته نشده است. زیبایی از دیدگاه افراد مختلف متفاوت است و نمی‌توان یک پاسخ واحد و فکت‌محور به آن داد.</Think>
<ANSWER>این یک سوال سلیقه‌ای است و هیچ تپه خاصی به طور رسمی یا عمومی به عنوان ""زیباترین تپه گیلان"" نامگذاری نشده است. زیبایی از دیدگاه افراد مختلف متفاوت است.</ANSWER>",1610147,"این یک سوال سلیقه‌ای است و هیچ تپه خاصی به طور رسمی یا عمومی به عنوان ""زیباترین تپه گیلان"" نامگذاری نشده است. زیبایی از دیدگاه افراد مختلف متفاوت است.",False
دارالفنون در چه سالی تأسیس شد؟,۱۲۳۰ خورشیدی (۱۸۵۱ میلادی),سال ۱۲۳۰ شمسی (۱۸۵۱ میلادی),1603892,سال ۱۲۳۰ شمسی (۱۸۵۱ میلادی),True
بسیاری از برنامه‌نویس‌های حرفه‌ای به چه عنوان برای شرکت‌های مشاوره‌ای در محل‌های خدمت گیرنده کار می‌کنند؟,پیمانکار,پیمانکار یا مشاور,1634181,پیمانکار یا مشاور,True
واژه اینترنت اولین‌بار توسط چه کسی استفاده شد؟,,"<Think>واژه ""اینترنت"" (internet) به عنوان کوتاه‌شده‌ی ""internetwork"" (شبکه‌های میان‌هم) در اسناد فنی اولیه، به ویژه در ارتباط با توسعه پروتکل‌های ارتباطی (TCP/IP) که پایه‌گذار این شبکه بودند، مورد استفاده قرار گرفت. وینتون سرف و باب کان از مهندسان اصلی این پروژه بودند و این واژه در مقالات و پیش‌نویس‌های اولیه آن‌ها (از جمله در سال 1974 در مقاله‌ای که TCP را معرفی کرد) استفاده شده است.</Think>
<ANSWER>وینتون سرف و باب کان</ANSWER>",1619228,وینتون سرف و باب کان,False
به چه علت برابرسازی پرداختی ها توسط دولت فدرال کانادا صورت گرفت؟,تا به مردم اطمینان ببخشد که استانداردهای برابری در مورد ارائهٔ خدمات و اخذ مالیات، در میان استان‌های فقیر و غنی، ارائه می‌شود.,برای اطمینان از اینکه استان‌های کم‌برخوردار می‌توانند خدمات عمومی قابل مقایسه‌ای را با سطوح مالیاتی قابل مقایسه ارائه دهند.,1639183,برای اطمینان از اینکه استان‌های کم‌برخوردار می‌توانند خدمات عمومی قابل مقایسه‌ای را با سطوح مالیاتی قابل مقایسه ارائه دهند.,True
موزهٔ ارمیتاژ در کدام کشور است؟,روسیه,<ANSWER>روسیه</ANSWER>,1608579,روسیه,True
به طور کلی با هر حرک دست در شنای پروانه چند بار پای پروانه زده‌ می‌شود؟,دو بار,در هر حرکت دست در شنای پروانه، دو بار پای پروانه زده می‌شود.,1627768,در هر حرکت دست در شنای پروانه، دو بار پای پروانه زده می‌شود.,True
چرا جاماسپ مالیات ها را کاهش داد؟,به منظور کمک به کشاورزان و فقرا,جاماسپ مالیات‌ها را کاهش داد تا به مردم در دوران خشکسالی و قحطی کمک کند.,1642858,جاماسپ مالیات‌ها را کاهش داد تا به مردم در دوران خشکسالی و قحطی کمک کند.,True
در سرشماری سال ۲۰۱۶ کانادا، جمعیت ایرانیان به چند نفر رسید؟,حدود ۲۱۰ هزار نفر,"<ANSWER>حدود ۲۰۴,۵۰۰ نفر</ANSWER>",1639296,"حدود ۲۰۴,۵۰۰ نفر",False
چه ورزش هایی تبدیل به سرگرمی  شده اند؟,چوگان,"<Think>کشتی کج یک ورزش نمایشی است که بیشتر جنبه سرگرمی دارد تا رقابت ورزشی خالص. اسکی روی آب نیز می‌تواند با حرکات نمایشی و آکروباتیک به عنوان یک سرگرمی جذاب محسوب شود.</Think>
<ANSWER>کشتی کج، اسکی روی آب</ANSWER>",1642638,کشتی کج، اسکی روی آب,False
چه کسانی بر اساس متن و تحقیقات باستان‌شناسی تصور کرده‌اند که «مسجدالحرام» در مکه واقع نشده‌است؟,پاتریشیا کرون، مایکل کوک,"<Think>برخی از محققان و باستان‌شناسان، با بررسی متون اولیه اسلامی و یافته‌های باستان‌شناسی، نظریاتی را مطرح کرده‌اند که مکان سنتی مسجدالحرام و شهر مکه را مورد سؤال قرار می‌دهد. برجسته‌ترین این افراد عبارتند از: پاتریشا کرون و مایکل کوک در کتاب «هاجریسم» که به بازبینی ریشه‌های اسلام می‌پردازند و مکان‌های اولیه را مورد تردید قرار می‌دهند. همچنین، دن گیبسون با نظریه «فرضیه پترا» استدلال می‌کند که اولین قبله مسلمانان به سمت پترا بوده و مکان‌های مقدس اولیه اسلام در پترا قرار داشته است، نه مکه.</Think>
<ANSWER>پاتریشا کرون، مایکل کوک و دن گیبسون</ANSWER>",1601118,پاتریشا کرون، مایکل کوک و دن گیبسون,False
چه کسی به این نتیجه رسید که اجرای قرارداد ۱۹۱۹ امری غیرممکن است؟,آیرونساید,مشیرالدوله (حسن پیرنیا),1637483,مشیرالدوله (حسن پیرنیا),False
هاب را تعریف کنید؟,,هاب (Hub) یک دستگاه شبکه است که برای اتصال چندین دستگاه اترنت به یکدیگر استفاده می‌شود. این دستگاه داده‌ها را دریافت کرده و آن را به تمام پورت‌های متصل ارسال می‌کند، بدون اینکه تشخیص دهد داده برای کدام دستگاه مقصد است. به همین دلیل، هاب‌ها ترافیک شبکه را افزایش می‌دهند و کارایی کمتری نسبت به سوئیچ‌ها دارند.,1618938,هاب (Hub) یک دستگاه شبکه است که برای اتصال چندین دستگاه اترنت به یکدیگر استفاده می‌شود. این دستگاه داده‌ها را دریافت کرده و آن را به تمام پورت‌های متصل ارسال می‌کند، بدون اینکه تشخیص دهد داده برای کدام دستگاه مقصد است. به همین دلیل، هاب‌ها ترافیک شبکه را افزایش می‌دهند و کارایی کمتری نسبت به سوئیچ‌ها دارند.,False
الکسا چه چیز را بعنوان پربازدیدترین وبگاه اینترنت در فهرستش قرار داده‌است؟,اینترنت وبگاه گوگل در آمریکا,<ANSWER>گوگل</ANSWER>,1611712,گوگل,False
اولین گروه رپ که یک آلبوم هیپ هاپ رومانیایی عرضه کرد در آن به چه موضوعاتی پرداخت؟,«اجتماعی»,موضوعات این آلبوم عمدتاً شامل زندگی در خیابان، فقر، مشکلات اجتماعی و خشونت بوده است.,1617760,موضوعات این آلبوم عمدتاً شامل زندگی در خیابان، فقر، مشکلات اجتماعی و خشونت بوده است.,True
شرکت اَپل مجوز استفاده از آی‌اواس برای چه چیزی را نمی‌دهد؟,برای نصب بر روی سخت‌افزارهای شخص ثالث,شرکت اَپل مجوز استفاده از آی‌اواس برای محصولات غیر اپل را نمی‌دهد.,1621048,شرکت اَپل مجوز استفاده از آی‌اواس برای محصولات غیر اپل را نمی‌دهد.,True
طوایف عرب خوزستان همگی از چه دسته‌ ای بودند؟,دسته کوچ نشین، غیر ثابت و با اصل و نسب مشخص در شبه جزیره عربستان,<ANSWER>قحطانی</ANSWER>,1614298,قحطانی,False
چرا ارمنستان همیشه مهم بوده است؟,اهمیت استراتژیک و اقتصادی داشته و به عنوان سرزمین حایل بین ایران و روم بوده.,به دلیل موقعیت جغرافیایی آن به عنوان چهارراهی بین اروپا و آسیا و همچنین به دلیل اهمیت تاریخی و فرهنگی‌اش.,1642076,به دلیل موقعیت جغرافیایی آن به عنوان چهارراهی بین اروپا و آسیا و همچنین به دلیل اهمیت تاریخی و فرهنگی‌اش.,False
شنا برای کودکان زیر سه سال به چه صورت می باشد؟,شنا برای کودکان زیر سه سال فقط به صورت به اصطلاح شنای سگی است,شنا برای کودکان زیر سه سال معمولاً به صورت کلاس‌های آموزشی با حضور والدین انجام می‌شود و بیشتر بر روی آشنایی با آب، راحتی در محیط آبی و یادگیری مهارت‌های ابتدایی ایمنی در آب تمرکز دارد تا آموزش شنای حرفه‌ای. این کلاس‌ها معمولاً در آب گرم و کم‌عمق برگزار می‌شوند.,1645691,شنا برای کودکان زیر سه سال معمولاً به صورت کلاس‌های آموزشی با حضور والدین انجام می‌شود و بیشتر بر روی آشنایی با آب، راحتی در محیط آبی و یادگیری مهارت‌های ابتدایی ایمنی در آب تمرکز دارد تا آموزش شنای حرفه‌ای. این کلاس‌ها معمولاً در آب گرم و کم‌عمق برگزار می‌شوند.,False
استان ها مسئول اکثر چه برنامه هایی هستند؟,برنامه‌های اجتماعی,برنامه‌های خدماتی و اجتماعی,1639184,برنامه‌های خدماتی و اجتماعی,False
شگون ها تا چه سده‌ای بر ژاپن حکومت می‌کردند؟,تا نیمه اول سده نوزدهم حکومت مستبدانه خود را بر ژاپن ادامه دادند.,<ANSWER>سده نوزدهم</ANSWER>,1622839,سده نوزدهم,False
انواع طبل را نام ببرید؟,,<ANSWER>طبل باس، طبل کوچک (اسنیر)، طبل تنور (تام-تام)، طبل تیمپانی، طبل بونگو، طبل کونگا، طبل جیمبه.</ANSWER>,1616965,طبل باس، طبل کوچک (اسنیر)، طبل تنور (تام-تام)، طبل تیمپانی، طبل بونگو، طبل کونگا، طبل جیمبه.,False
آی‌اواس در ابتدا برای کدام دستگاه‌ها توسعه داده می‌شد؟,آیفون و آی‌پاد,<ANSWER>آیفون</ANSWER>گان,1621047,آیفون,False
به چه علت پیشینه‌ی تاریخی پاسارگاد در طول تاریخ ناشناخته مانده‌است؟,تغییرنام این شهر,"<Think>پاسارگاد یک محوطه باستانی است. ناشناخته ماندن پیشینه تاریخی یک محوطه باستانی معمولاً به دلیل کمبود منابع مکتوب معتبر و عدم انجام کاوش‌های باستان‌شناسی کافی یا تخریب شواهد تاریخی است. در مورد پاسارگاد، اسناد تاریخی مربوط به دوره‌هایی از آن محدود بوده یا از بین رفته‌اند و کاوش‌های علمی در تمام بخش‌های آن به‌طور کامل انجام نشده است.</Think>
<ANSWER>به علت کمبود اسناد مکتوب و انجام نشدن کاوش‌های باستان‌شناسی کافی</ANSWER>",1615631,به علت کمبود اسناد مکتوب و انجام نشدن کاوش‌های باستان‌شناسی کافی,False
ابن بلخی در بیان راه‌های بین شیراز و اصفهان چند راه اصلی نام می‌برد؟,سه راه اصلی,"<Think>ابن بلخی در فارس‌نامه، سه راه اصلی را برای مسیر شیراز به اصفهان ذکر کرده است: راهی از طریق ابرقو، راهی از طریق کُهگیلویه، و راهی دیگر.</Think>
<ANSWER>سه راه اصلی</ANSWER>",1615739,سه راه اصلی,True
زبان‌های برنامه‌نویسی محبوبی که برای وب و نرم‌افزارهای کاربردی تجاری استفاده می‌شوند را نام ببرید؟,جاوا، سی شارپ، ویژوال بیسیک و پی‌اچ‌پی,"<Think>زبان‌های برنامه‌نویسی متعددی برای توسعه وب و نرم‌افزارهای کاربردی تجاری مورد استفاده قرار می‌گیرند. از میان آن‌ها، پایتون، جاوا، جاوا اسکریپت، سی‌شارپ، پی‌اچ‌پی و روبی از محبوبیت بالایی برخوردارند و کاربردهای گسترده‌ای در این حوزه‌ها دارند.</Think>
<ANSWER>پایتون، جاوا، جاوا اسکریپت، سی‌شارپ، پی‌اچ‌پی و روبی</ANSWER>",1634237,پایتون، جاوا، جاوا اسکریپت، سی‌شارپ، پی‌اچ‌پی و روبی,False
در سال ۱۲۸۸ رضاخان برای چه چیزی به زنجان و اردبیل اعزام شد؟,خواباندن شورش‌های طرفداران محمدعلی‌شاه و مخالفان مشروطه,<ANSWER>سرکوب شورشیان</ANSWER>,1637356,سرکوب شورشیان,True
مایکل سندی‌ووجیس در چه سالی متولد شد؟,,سال ۱۵۶۸ میلادی,1624297,سال ۱۵۶۸ میلادی,False
چه زمانی جام توماس لیپتون به عنوان نخستین دوره رقابت‌های جام جهانی شناخته می‌شد؟,,"<Think>جام توماس لیپتون قبل از تأسیس جام جهانی فیفا برگزار می‌شد و در آن زمان به عنوان یک رقابت جهانی غیررسمی یا پیش‌رو شناخته می‌شد. این رقابت‌ها از سال ۱۹۰۹ تا ۱۹۱۱ برگزار شدند.</Think>
<ANSWER>در اوایل قرن بیستم، پیش از آغاز رسمی جام جهانی فیفا</ANSWER>",1606523,در اوایل قرن بیستم، پیش از آغاز رسمی جام جهانی فیفا,False
شالبافی در کجا و توسط چه کسانی دراستان گیلان رایج است؟,شالبافی در تالش و توسط گالش‌ها,"<Think>شالبافی یکی از صنایع دستی رایج در استان گیلان است. این هنر اغلب توسط زنان روستایی در مناطق کوهستانی و کوهپایه‌ای گیلان، به ویژه در مناطقی مانند تالش و دیلمان، انجام می‌شود.</Think>
<ANSWER>در مناطق کوهستانی و کوهپایه‌ای استان گیلان، به ویژه در تالش و دیلمان، و توسط زنان روستایی.</ANSWER>",1610202,در مناطق کوهستانی و کوهپایه‌ای استان گیلان، به ویژه در تالش و دیلمان، و توسط زنان روستایی.,True
پس از چه رویدادی فعالیت‌های سازمان دارِ تئاتر در اروپای غربی متوقف شد؟,پس از سقوط امپراتوری روم,"<Think>سازمان دار تئاتر تا سال ۱۹۶۸ فعال بود. در سال ۱۹۶۸ شورش‌های دانشجویی و کارگری در فرانسه اتفاق افتاد که به عنوان رویدادهای مه ۱۹۶۸ شناخته می‌شود و این رویدادها تأثیر زیادی بر جامعه و فرهنگ فرانسه گذاشت.</Think>
<ANSWER>شورش‌های مه ۱۹۶۸</ANSWER>",1647194,شورش‌های مه ۱۹۶۸,False
نام فرد ایرانی که پست‌هایی همچون مشاور ارشد مدیر عامل گوگل و نایب‌رئیس ارشد بخش فروش را در این شرکت داشت چه بود؟,امید کردستانی,امید کردستانی,1612111,امید کردستانی,True
دوره‌ی مداری چیست؟,,مدت زمانی است که یک شیء برای یک دور کامل چرخیدن به دور شیء دیگر نیاز دارد.,1632690,مدت زمانی است که یک شیء برای یک دور کامل چرخیدن به دور شیء دیگر نیاز دارد.,False
بزرگترین مشکل استان خوزستان در حال حاضر چیست؟,,بحران آب و خشکسالی,1614521,بحران آب و خشکسالی,False
کریم‌خان زند خود را چه نامید؟,او خود راوکیل الرعایا نامید,وکیل‌الرعایا,1602561,وکیل‌الرعایا,True
چه چیزی در استان خوزستان قابلیت بالقوهٔ کشاورزی فراوانی ایجاد کرده‌است؟,ساختار جلگه‌ای استان خوزستان,وجود آب فراوان و خاک حاصلخیز,1614462,وجود آب فراوان و خاک حاصلخیز,False
بعد از لیندون بنیز جانسون چه کسی رئیس جمهور شد؟,ریچارد نیکسون,<ANSWER>ریچارد نیکسون</ANSWER>,1635932,ریچارد نیکسون,True
مدار ژئوسنکرون زمین در چه فاصله‌ای از سطح زمین است؟,۳۶۰۰۰ کیلومتری,"<Think>مدار ژئوسنکرون یک مدار زمین‌مرکزی است که در آن ماهواره‌ای با دوره‌ی مداری برابر با دوره‌ی چرخش زمین به دور محور خود (یک روز نجومی) قرار می‌گیرد. این مدار در ارتفاع تقریبی 35,786 کیلومتری بالای خط استوا قرار دارد.</Think>
<ANSWER>تقریباً ۳۵٬۷۸۶ کیلومتر</ANSWER>",1633021,تقریباً ۳۵٬۷۸۶ کیلومتر,True
علی بن موسی الرضا چگونه به شهادت رسید؟ ,,علی بن موسی الرضا توسط مأمون عباسی مسموم و به شهادت رسید.,1607979,علی بن موسی الرضا توسط مأمون عباسی مسموم و به شهادت رسید.,False
در قرن ۴ام اسلامی برای جمع‌آوری قرائت‌های مختلف قرآنی برای هر قاری چند راوی قرار دادند؟,دو,برای هر قاری دو راوی اصلی.,1601393,برای هر قاری دو راوی اصلی.,True
کادوسیان بنابر استرابو در کجا می‌زیستند؟,در کرانه جنوب غرب دریای خزر و جنوب ارس بین آلبانی در شمال و ماردی در شرق یعنی در بخش کوهستانی مادیه پیرامون پاراچوآتراس,<ANSWER>جنوب غربی دریای کاسپین، در منطقه کوهستانی شمال ماد</ANSWER>,1609849,جنوب غربی دریای کاسپین، در منطقه کوهستانی شمال ماد,False
ماهواره‌های مدارات قطبی جهت چه کاری مورد استفاده قرار می‌گیرند؟,مشاهدۀ سطح زمین,مشاهدات زمین، هواشناسی و جمع آوری داده های علمی.,1632805,مشاهدات زمین، هواشناسی و جمع آوری داده های علمی.,False
در سال 1963، کدام شهرستان کوچک در شمال به گیلان ملحق شد؟,آستارا,تالش,1610316,تالش,False
نسخه‌های تست بتا به وسیله ی چه گروهی اجرا شد؟,به وسیلهٔ گروهی غیر از تولیدکنندگان,تست‌کنندگان بتا یا گروهی از کاربران بیرونی.,1644189,تست‌کنندگان بتا یا گروهی از کاربران بیرونی.,True
در چه سالی دوپلر مقاله ای راجع به اثر دوپلر بر روی همه ی امواج نوشت؟,۱۸۴۲,در سال ۱۸۴۲,1640407,در سال ۱۸۴۲,True
آزمایش های سندی‌ووجیس در چه کتابی منتشر شده؟,در مورد احتراق,<ANSWER>آرتراشاسترا</ANSWER>,1624460,آرتراشاسترا,False
تعدادی از موضوعات نقاشی انسان های گذشته را نام ببرید.,تصاویری همچون اهلی کردن حیوانات، کشت گندم، اختراع سفالگری و ترک زندگی کوچنشینی یعنی هنگامی که شکارچیان و تهیه‌کنندگان غذا در مکانی مستقر می‌شوند و به کشاورزی و دامداری رو می‌آورند,حیوانات، صحنه‌های شکار، رقص و مناسک,1646969,حیوانات، صحنه‌های شکار، رقص و مناسک,False
سنگ نوشته ای که در نزدیکی تخت جمشید است به چه زبانی است؟,فارسی و یونانی,"<Think>سنگ‌نوشته‌های دوران هخامنشی که در نزدیکی تخت جمشید یافت شده‌اند، معمولاً به سه زبان فارسی باستان، عیلامی و بابلی (اکدی) نوشته شده‌اند.</Think>
<ANSWER>فارسی باستان، عیلامی و بابلی</ANSWER>",1642019,فارسی باستان، عیلامی و بابلی,False
کلیسای کاتولیک اهداف خود را بر چه چیزی تعریف می‌کند؟,گسترش انجیل عیسی مسیح، مدیریت کلیسا از طریق حاکمیت دینی و اعمال خیریه تاسیس بیمارستان، یتیم خانه و مدرسه,کلیسای کاتولیک اهداف خود را بر مبنای بشارت و رستگاری تعریف می‌کند.,1630273,کلیسای کاتولیک اهداف خود را بر مبنای بشارت و رستگاری تعریف می‌کند.,False
طبق نظر غالب محققان الگوی تکاملی تئاتر در جوامع مختلف به چه صورت می باشد؟,غالب محققان این نظر را که تئاتر در همهٔ جوامع از الگوی تکاملی واحدی پیروی کرده‌است و رد می‌کنند,"<Think>الگوی تکاملی تئاتر در جوامع مختلف، طبق نظر غالب محققان، از آیین‌ها، مراسم مذهبی و نمایش‌های ابتدایی سرچشمه گرفته و به تدریج به شکل‌های پیچیده‌تر و ساختارمندتر نمایشی تبدیل شده است.</Think>
<ANSWER>از آیین‌ها و مراسم مذهبی به سمت نمایش‌های سازمان‌یافته</ANSWER>",1646912,از آیین‌ها و مراسم مذهبی به سمت نمایش‌های سازمان‌یافته,False
امپراتوری ایران با کدام منطقه در صلح وآرامش بود؟,دشمنان شرقی,"<Think>امپراتوری ایران در طول تاریخ خود با قلمرو و مناطق تحت کنترل خود در صلح و آرامش بود، مگر اینکه شورش‌های داخلی یا تهاجم خارجی رخ می‌داد.</Think>
<ANSWER>قلمرو داخلی خود</ANSWER>",1642413,قلمرو داخلی خود,False
باشگاه شنای متروپولیتین لندن بعدها به چه چیزی تغییر نام پیدا کرد؟,انجمن شنای غیر حرفه‌ای,باشگاه وست مینستر,1645465,باشگاه وست مینستر,False
چه چیزی به آهنگسازان هیپ هاپ اجازه داد تا حدودی پارتیتورهای اولیه را به دست آورند؟,ظهور طبل برقی,سمپلینگ (نمونه‌برداری) از آهنگ‌های موجود.,1617074,سمپلینگ (نمونه‌برداری) از آهنگ‌های موجود.,False
فرهنگ میان‌رودان چگونه بوده است؟,,"<Think>فرهنگ میان‌رودان (مزوپوتامیا) ویژگی‌های برجسته‌ای داشت. خط میخی را ابداع کردند که یکی از اولین سیستم‌های نوشتاری بود. آنها جامعه‌ای توسعه‌یافته با قوانین، مذهب چندخدایی، و ساختارهای اجتماعی پیچیده داشتند. زیگورات‌ها (معابد پلکانی) بخش مهمی از معماری و زندگی مذهبی آنها بود. همچنین در زمینه‌های نجوم، ریاضیات و مهندسی پیشرفت‌هایی داشتند.</Think>
<ANSWER>فرهنگ میان‌رودان دارای خط میخی (یکی از اولین سیستم‌های نوشتاری)، مذهب چندخدایی با پرستش خدایان متعدد، و ساختارهای اجتماعی سلسله مراتبی بود. آن‌ها در زمینهٔ قانون‌گذاری (مانند قانون حمورابی)، نجوم، ریاضیات، و معماری (ساخت زیگورات‌ها) پیشرفت‌های قابل توجهی داشتند.</ANSWER>",1613848,فرهنگ میان‌رودان دارای خط میخی (یکی از اولین سیستم‌های نوشتاری)، مذهب چندخدایی با پرستش خدایان متعدد، و ساختارهای اجتماعی سلسله مراتبی بود. آن‌ها در زمینهٔ قانون‌گذاری (مانند قانون حمورابی)، نجوم، ریاضیات، و معماری (ساخت زیگورات‌ها) پیشرفت‌های قابل توجهی داشتند.,False
مدار ژیودزیکی چیست؟,,"مدار ژئودزیکی (Geodesic) کوتاه‌ترین مسیر بین دو نقطه در یک فضای منحنی است. این مسیرها به گونه‌ای هستند که در هر نقطه از آنها، حرکت در راستای آن ""مستقیم‌ترین"" جهت ممکن را در آن فضای منحنی دنبال می‌کند.",1632687,"مدار ژئودزیکی (Geodesic) کوتاه‌ترین مسیر بین دو نقطه در یک فضای منحنی است. این مسیرها به گونه‌ای هستند که در هر نقطه از آنها، حرکت در راستای آن ""مستقیم‌ترین"" جهت ممکن را در آن فضای منحنی دنبال می‌کند.",False
توپولوژی چیست؟,,توپولوژی شاخه‌ای از ریاضیات است که به مطالعه خواص فضایی شکل‌ها و فضاها می‌پردازد که تحت تغییر شکل‌های پیوسته (مانند کشش، خمش، پیچش) بدون پاره شدن یا چسبیدن به هم، ثابت می‌مانند.,1619056,توپولوژی شاخه‌ای از ریاضیات است که به مطالعه خواص فضایی شکل‌ها و فضاها می‌پردازد که تحت تغییر شکل‌های پیوسته (مانند کشش، خمش، پیچش) بدون پاره شدن یا چسبیدن به هم، ثابت می‌مانند.,False
در کدام دهه در هرسال اینترنت رشدی صد درصدی نسبت به سال قبل خود داشته‌است؟,در دهه ۹۰,"<Think>رشد صد درصدی اینترنت نسبت به سال قبل نشان‌دهنده یک دوره رشد نمایی بسیار سریع است. این دوره رشد جهشی در دهه ۱۹۹۰ و با گسترش وب جهانی اتفاق افتاد.</Think>
<ANSWER>دهه ۱۹۹۰</ANSWER>",1619225,دهه ۱۹۹۰,True
کاسپین صفت وصفی یا نسبی در زبان‌های انگلیسی و فرانسوی برای کدام واژه است؟,کاسپی,دریای خزر,1629046,دریای خزر,False
اکسیژن چگونه اجازه می‌دهد تا احتراق به سرعت و پرانرژی انجام شود؟,با غلظت و تراکم بالا,"<Think>اکسیژن یک عامل اکسیدکننده قوی است. در واکنش احتراق، اکسیژن به سرعت با مواد سوختنی ترکیب می‌شود و پیوندهای شیمیایی را می‌شکند و انرژی زیادی را به سرعت آزاد می‌کند که منجر به احتراقی سریع و پرانرژی می‌شود.</Think>
<ANSWER>اکسیژن به عنوان یک اکسیدکننده قوی عمل می‌کند و به سوخت اجازه می‌دهد تا به سرعت با آن واکنش دهد و انرژی زیادی را در مدت زمان کوتاهی آزاد کند.</ANSWER>",1625375,اکسیژن به عنوان یک اکسیدکننده قوی عمل می‌کند و به سوخت اجازه می‌دهد تا به سرعت با آن واکنش دهد و انرژی زیادی را در مدت زمان کوتاهی آزاد کند.,False
ابن فقیه همدانی در کتاب «اخبار البلدان» آورده‌است که آتش آذرگشنسب تا چه سالی روشن بوده‌است؟,سال ۲۷۴ خورشیدی,ابن فقیه همدانی در کتاب «اخبار البلدان» آورده است که آتش آذرگشنسب تا دوران متوکل عباسی روشن بوده است.,1626552,ابن فقیه همدانی در کتاب «اخبار البلدان» آورده است که آتش آذرگشنسب تا دوران متوکل عباسی روشن بوده است.,False
تاریخ ژاپن از کجا آغاز می‌گردد؟,آغاز تاریخ ژاپن، با مردمانی از نژاد آینو و مغول به سده‌های پیش از میلاد مسیح بازمی‌گردد,از اولین حضور انسان‌ها در جزایر ژاپن,1622619,از اولین حضور انسان‌ها در جزایر ژاپن,False
اروگوئه‌ای‌ها به چه علت مسابقات جام جهانی ایتالیا را تحریم کردند؟,از گسترش فاشیسم در ایتالیا ناراضی بودند,به این دلیل که کشورهای اروپایی از شرکت در اولین جام جهانی ۱۹۳۰ در اروگوئه خودداری کرده بودند.,1606634,به این دلیل که کشورهای اروپایی از شرکت در اولین جام جهانی ۱۹۳۰ در اروگوئه خودداری کرده بودند.,False
